,Level,Type_of_Job,Description
884,Internship,Internship,"At Carta, we design products that transform the way hospitals use data to deliver care. We make analyzing data fast, easy, and useful for everyone. We're looking for Data Scientists skilled at rapid iteration and excited about solving problems that can save lives. This is a startup role, where we will ask you to wear many hats and solve many different types of problems.Best of all, when we say Data Science Internship, we mean Data Science internship--no grunt work, no code cleanup, no bug fixes. Like kaggle, you'll be solving incredibly interesting Data Science puzzles but, unlike kaggle, every puzzle you solve will measurably help save people's lives and save our healthcare system. We'll give you a unique experience to see how far you can push your Data Science skills that you won't be able to find anywhere else.You love solving complex engineering problems, by creating beautiful, and well-tested algorithms. You're a positive individual who leads by example, drives conceptual thinking, and brings a curiosity and experimental approach to solving engineering challenges. You enjoy building new features and writing elegant code. If this describes you--you belong at Carta.We have open positions in Fall and Winter and we will be reaching out to you in July regarding this role.Excited to talk to you!"
885,Mid-Senior level,Full-time,"Feedzai is the market leader in managing financial risk with AI. Were coding the future of commerce with todays most advanced risk management platform powered by big data and machine learning. Founded and developed by data scientists and aerospace engineers, Feedzai has one mission: to make banking and commerce safe. The worlds largest banks, processors, and retailers use Feedzais fraud prevention and anti-money laundering products to manage risk, while improving customer Experience.The Customer Success team ensures our global customers achieve their business goals using our product. Everything you do matters: all your code, machine learning models, advisory, management, and other actions/roles will have a material impact on the way our clients run their business and how effectively we fight fraud and protect people from wrongdoing. You will be able to interact and meet many people from widely different cultures around the world and understand the business like few others. You will be able to say you protect people on a daily basis. You will be challenged with new technology, new processes, and new mindsets and will be asked to contribute to ensure continuous improvement. Come and change the world with us.You will be managing a distributed team of up to six (6) Data Scientists who are part of our client delivery team. The teams mission is to take on complex fraud detection problems for our enterprise level clients using Feedzais unique product and platform. In addition, the team is tasked with creatively developing and coding innovative data science solutions for our clients that can be generalized as product enhancements. Our client delivery team works with clients all over the USA. Each client project takes between 6 and 12 months to complete.Responsibilities Provide guidance to our Product and Research teams based on insights and models developed for individual clients Own the data science relationship with the client for up to 2 client projects Effectively understand business objectives and communicating data science insights and progress to a non-technical audience  Implement Feedzai's machine learning algorithm into our clients data feeds Contribute to the team knowledge by keeping up with the state-of-the-art in machine learning applied to our domains Build out and manage the new employee experience on this team Conduct the performance management process for this team  Qualifications You have a PhD, in CS, Physics, Engineering, Stats, or similar technical discipline You have experience with a range of statistical and machine learning techniques, ideally via open source libraries and proprietary models. You have experience managing teams  You can code proficiently in R/Python and an object-oriented language You have experience with big data platforms such as Hadoop, MapReduce, Spark, Hive, and Pig You are comfortable presenting to non-technical customers. Experience with building models for fraudulent financial transactions is highly valued Feedzai is an Equal Opportunity Employer.Feedzai does not accept unsolicited resumes from recruiters or employment agencies.PM19"
886,Mid-Senior level,Full-time,"If you are a Data Science Manager with experience, please read on!We dream of a different future, a future where machines will talk, a future where organizations will be organisms, and a future where life will be different - we will need a fundamentally easy way to embrace Big Data, we need the will, the vision, the leadership, and flamboyance to make Big Data accessible for everyone. We started as a big data company, however in the last 12 months, we have embarked on an exciting journey to build next-generation of data and AI driven products and platforms for the healthcare industry specifically. We are building tools that will enable physicians and hospitals to be more efficient, while making data-driven decisions to improve patient health. By doing so, we hope to save millions of lives in the future and make this planet a healthier planet.We started as a big data company, however in the last 12 months, we have embarked on an exciting journey to build next-generation of data and AI driven products and platforms for the healthcare industry specifically. We are building tools that will enable physicians and hospitals to be more efficient, while making data-driven decisions to improve patient health. By doing so, we hope to save millions of lives in the future and make this planet a healthier planet.What You Will Be DoingWe are looking for an Data Science Manager to setup best practices for development and champion their adoption and at the same time Architect and design technically robust, flexible and scalable solutions. Not only optimize your own code but make sure engineers are able to optimize theirs. As an Data Science Manager you manage your business goals, contribute to product strategy and help develop your team.What You Need for this PositionPython, SQLData Engineering: ETL, Data movements (SFTP, S3, VPN), Data IndexingData Science: Analytical modeling, statistics, has developed data to analytics automation pipelinesHealthcare Data: Knows clinical and financial healthcare dataSo, if you are a Data Science Manager with experience, please apply today!Email Your Resume In Word ToLooking forward to receiving your resume through our website and going over the position with you. Clicking apply is the best way to apply, but you may also:Chuong.Tran@CyberCoders.comPlease do NOT change the email subject line in any way. You must keep the JobID: linkedin : CT2-1534013 -- in the email subject line for your application to be considered.***Chuong Tran - Executive Recruiter - CyberCodersApplicants must be authorized to work in the U.S.CyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire."
887,Mid-Senior level,Full-time,"As a manager, you will: Lead your team of engineers/data scientists and support their technical decision making Be aware of new tools/frameworks your team uses to give better technical direction Regularly provide smart, steady feedback to lead your team to higher levels of achievement- intervening judiciously and with a light touch while leading by example Set clear expectations among your team in the project environment while rapidly aligning to changing business goals Play the “player-coach” role depending on team/ needs Work with your reports on defining and executing effective strategies to scale ad-hoc advanced analytics prototypes to large-scale solutions Serve as a subject matter expert in the entire range of the data science domain Take ownership of key workflow areas across the data science organization Communicate to stakeholders across all functions Translate technical concepts to non-technical audiences in a succinct and concise way You have a proven track record in: Successfully leading a team in a data-driven product setting Contributing as a highly effective individual contributor in delivering data driven products and solutions Achieving business goals as a leader with a demonstrable willingness to get in the weeds of the work when needed Communicating to both technical and non-technical audiences/stakeholders Getting out of your comfort zone to earnestly seek, integrate and effectively apply data to solve business challenges NICE TO HAVE College level degree in computer science, engineering, or relative work experience 5+ years’ experience with Python, Scala, or Java and distributed frameworks (Hadoop, Spark, etc.) Experience with applied machine learning or algorithm development Experience or interest in the life sciences industry Experience working with proprietary secondary data including medical / pharmacy claims, prescription data, sales data, and longitudinal patient-level data"
888,Not Applicable,Full-time,"Airbnb has become a global platform that connects travelers and hosts from over 34,000 cities. At the backbone of this is a world class customer support team and the innovative technology that enables them. We believe that our service will be a major differentiator and drive Airbnb’s global success and growth.The Support Products team is building a technology platform that supports Airbnb as it scales, delivering an exceptional level of customer service while also improving efficiency and the customer service agent experience. Machine learning is key to this vision.We are seeking a Data Science Manager to work out of our growing Seattle office to lead a strong team of data scientists to drive strategy for using machine learning to transform Airbnb support. In addition to collaborating with engineers, designers and product managers, you will leverage Airbnb’s rich and unique data and state-of-art machine learning infrastructure.We have an incredible team of data scientists, our work is highly sought-after, and our impact on the business is tremendous. If you have a proven background in this field and are excited to help build Airbnb’s community, we want to hear from you.Some Projects That You Would Lead Predicting when a customer might have an issue and proactively providing self-solve options. Conversational assistant (Chatbot) to solve simple cases with minimal human intervention, gather relevant information, and escalate to human agents when necessary. Smart Customer Support Agent Tools or automated resolution tools to enable efficient and consistent resolution of users’ help requests Route customer issues to the right customer service agent, matching supply and demand to minimize customer wait times. Capacity planning models to staff agents with time varying demand and variable service time to achieve near zero wait time Some Examples Of Traits That We Value PhD or equivalent work experience in a quantitative field preferred 5+ years in industry, customer service experience preferred 3+ years of mentorship and management experience Ability to write and mentor code development in SQL and Python Ability to partner with a diverse set of stakeholders globally Strong understanding of statistics and machine learning, natural language processing experience preferred Intuition for data science best practices, stemming from proven experience Steadfast focus on creating impactful change  Benefits Stock $2,000 yearly employee travel coupon Competitive salary Paid time off Medical, dental, & vision insurance Life & disability coverage 401K Flexible Spending Accounts Apple equipment Daily breakfast, lunch, and dinner We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status"
889,Mid-Senior level,Full-time,"Data Science ManagerSan Francisco, CAWho We Are: Twitter is the infrastructure of the world’s public conversation. Events break on Twitter, from massive and world-changing to the local data science meet-up. Users exchange and shape their thoughts by forming communities with shared interests.The Consumer Data Science Organization works closely with our partners in Consumer Engineering, Product, and Twitter’s leadership to understand user behavior, inform product decisions and influence the company strategy.What You’ll Do: You will manage multiple teams of talented data science managers, tech leads, and individuals. You will be looked upon to lead team roadmaps, present to executives, drive the career development of your team members, and influence all facets of the company’s product and data science strategies. As part of our company's data science leadership, you will also be responsible for improving the culture of our organization, attracting extraordinary data science talent, and elevating the role of data science in the company.Who You Are: You are an experienced manager of managers and tech leads, or a manager of multiple teams with directly relevant domain expertise. As a data scientist leader, you are comfortable owning important and complex project areas from start to finish. You influence entire organizations with the work you do. That work includes defining technical roadmaps and driving alignment with less technical partners.You are highly technical and hands-on but you also wear product and project management hats with ease ensuring the success and impact of your work across domains. You care deeply about the growth and well-being of your team and coworkers and bring a servant leadership mentality to every challenge you face.You Are Great AtUnderstanding consumer productsCollaborating with PMs, engineers, and designers to drive product impactLeading and prioritizing projectsCoaching people managersMentoring senior data scientistsRequirementsYou are a strong data science or machine learning leader with 5+ years of people management experience2+ years managing tech leads, and/or people managers and/or ICs (Individual Contributor's) in a data science settingExpertise directing efforts to solve complex and highly impactful quantitative problems.Any Of The Following Is a PlusA Ph.D. or advanced degree in a quantitative fieldDomain expertise dealing with:Content ranking and relevanceOnline discussion and conversation dynamicsComplex networks analysisQuantitative social scienceWork experience at a large tech companyExperience performing data science at scale with technologies such as Spark and HiveFluency in one or more object-oriented languages like Java, Scala, C#, C++We are committed to an inclusive and diverse Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, ethnicity, color, ancestry, national origin, religion, sex, sexual orientation, gender identity, age, disability, veteran, genetic information, marital status or any other legally protected status.Hiring ProcessStep 1After you apply, a recruiter may reach out to you for an introductory call.Step 2If your background is a match for the role, you may phone interview with 1-2 people.Step 3If you continue through the process, you will come onsite 1-2 times to interview with a total of 5-10 people."
890,Not Applicable,Full-time,"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.Facebook's Enterprise Products team is responsible for building user-friendly, scalable, and robust enterprise applications. We are looking for an analytics leader to work on our highly specialized supply chain systems. You will enjoy working on cutting edge technology, and see your insights turned into real products on a regular basis. The perfect candidate will have a background in computer science or a related technical field, will have experience working with large data stores, and will have some experience building software. You are scrappy, focused on results, a self-starter, and have demonstrated success in using analytics to drive the understanding, progression, and user engagement of a product. This is a full-time position based in our Menlo Park office.ResponsibilitiesHelp build and lead great data engineering & data science teams to deliver world-class productsApply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how users interact with our productsPartner with Product and Engineering teams to solve problems and identify trends and opportunitiesInform, influence, support, and execute our product decisionsBuild/maintain reports, dashboards, and metrics to monitor the performance of our productsMine data and extract useful product insightsManage development of data resources, gather requirements, organize sources, and support product launchesMinimum Qualification3+ years of experience in managing other team members in a formal or informal capacity4+ years of experience doing quantitative analysis2+ years of experience in an analytical role in a technology or a supply chain company2+ years of experience with SQL or other programming languagesExperience in initiating and driving projects to completion with minimal guidanceExperience in communicating the results of analysisPreferred QualificationBachelor Degree in Computer Science, Math, Physics, Engineering, or related quantitative fieldExperience with packages, such as R & programming languages such as pythonExperience with large data sets and distributed computing (Hive/Hadoop)Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
891,Associate,Full-time,"Job DescriptionWe are expanding its technology and quant team to build disruptive new products to further revolutionize trading and investing. Our products are used by the largest investment firms globally, and we are recognised as an industry-leading innovator in big data analytics, AI and machine learning.We are a dynamic, technology-driven, and highly productive team of quants, developers and product designers. Deep collaboration with our clients and partners is key, and we benefit from great relationships with the most ground-breaking firms in the asset management industry, who help us to constantly push the limits of technology and analytics.We have a track record of hiring amazing people and giving them (industry veterans and recent grads alike) autonomy and responsibility from the start. You'll have the best tools and resources available to get the job done, and thrive in a collaborative environment where our teams are passionate about building great things.The right candidates will have both a strong mathematical background, and be highly adept technologically.Responsibilities Analyse unique proprietary data sets. Create, evaluate, and enhance mathematical models and streaming analytics pipelines. Write production code. Partner globally with other data scientists, quants, developers, product designers, clients and industry leaders to tackle the important problems faced by the world's largest asset managers.  SKILLS Bachelor's degree in Computer Science, Mathematics or related technical focus. 2 years of relevant experience OR recent Master's or PhD grad in Computer Science, Mathematics or related field. Proficiency in a mainstream programming language, such as Python, C/C , C#, Java, JavaScript, Haskell or similar. A strong foundation in a STEM/numeric discipline. Familiarity with software development practices such as version control (git), test frameworks, code review tools, deployment configuration management, continuous integration. Experience with machine learning libraries/frameworks and methods Excellent communication skills and team orientation"
892,Mid-Senior level,Full-time,"Title:              Manager of Data Science Location:     NY Office   Overview: The Data Science team is responsible for analyzing vast amounts of data to better understand and predict customer behavior that in turn informs business decisions and improves J.Crew Group customers’ experiences. Our team has a broad mandate, handling customer analysis across the entire organization and informing marketing, merchandising, planning, stores/field, budgeting, and other financial decisions. The Manager position is responsible for designing an appropriate methodology, accessing and analyzing large amounts of data, and synthesizing findings into insights for strategic ad hoc projects as well as routine reporting.   Responsibilities include: ·      Regularly liaise with the marketing, loyalty, merchandising, and stores teams to understand their business needs and provide the right analyses/insights based on their key strategies and issues ·      Field ad hoc requests for customer analysis, acting as an analytical thought partner to the business stakeholder and assigning the appropriate analytical approach ·      Conduct advanced customer analyses and arrive at compelling data conclusions; translate data findings/trends into actionable insights to better understand complex shopping behavior ·      Own, design, develop and distribute customer reports and dashboards that clearly track the effectiveness of strategies underway ·      Pull large sets of customer data from J.Crew’s customer database and audit the quality of this data against other data sources ·      Work closely with vendors to ensure the integrity of data and analyses from the vendors ·      Liaise with our customer database provider to ensure data feeds contain all necessary information, are processed correctly and manage any changes or updates to the current database to support the growing business needs ·     Build predictive models to improve profitability, growth, retention, customer lifetime value, and other key performance indicators for our business stakeholders ·     Implement formal modeling processes from end-to-end including data gathering, data profiling, numerical model building, calibration, cross-validation, putting the product into production, etc. ·     Present any and all analytical findings in easy-to-understand presentations, making clear recommendations based on deep insights into the data ·     Advise on experimental designs to ensure new business strategies are tested appropriately and without bias; assist stakeholders in parsing results, arriving at conclusions and advising on next steps, when needed ·     Act as a subject matter expert on best practices in retail customer analysis   The ideal candidate is: ·     Analytical and curious, especially about how numbers can define company strategy ·     An excellent oral and written communicator who can clearly tell stories based on insights into the data ·     Understands the retail industry and the analyses common in the trade ·     Has advanced project management skills and efficiently manages tasks to completion ·     Extremely detail oriented ·     Has an entrepreneurial mindset and is comfortable with both change and ambiguity ·     Eager to continually improve his/her analytical and technical skills ·     Has a positive, can-do attitude and wants to be part of a critical team   Education & Experience Requirements: ·      Master’s degree preferred in a quantitative field ·      At least 5 years’ previous work experience in retail/e-commerce   ·      Superior research, statistical, analytical, processing and mathematical skills with the ability to structure and conduct analyses ·      Strong proficiency in SQL, R and/or Python, and Microsoft Office Suite ·      Working knowledge of AWS toolkit, including S3, Athena, Glue, and Sagemaker"
893,Internship,Full-time,"MissionSaturn Cloud helps companies perform data science at a new level of scale, with one-click solutions, to solve the world’s hardest problems. Our product is a SaaS platform which equips data science teams with high-leverage automation tools, eliminating hours of traditional, manual work. The platform is user-friendly, scalable and secure.You will be a Data Scientist (internship position) for Saturn Cloud, an exciting new venture founded by the creators of Anaconda, NumPy, and SciPy. The role is features participating in all product activities from inception to delivery, including engaging in discussion with Fortune 1000 customers to understand their needs, working with engineering to build insights, and coordinating with various internal stakeholders to ensure success.ResponsibilitiesWork on high-visibility projects (e.g. price optimization, content marketing, and demand forecasting)Participate in customer engagement, product definition, success metrics, prioritize features, to deliver a polished market-ready productConduct end-to-end analysis that includes data gathering and requirements specification, processing, analysis, and effectively communicate findings and provide key insights/recommendations to various functional leadsOwn cross-functional interactions for your features (across eng/marketing/field/sales)RequirementsDegree or currently pursuing degree in a quantitative discipline (e.g. Operations Research, Statistics, Economics)Proficient knowledge of R or Python, SQLComfortable with quantitative analysis, statistical techniques, data miningGood communicator (written & visual presentation)Strong interpersonal skills and ability to influence othersGreat team playerBenefitsCompetitive salary commensurate with your growing experienceOpportunity for stock options in early-stage venture poised for scaleMedical, dental, vision coverageAwesome coworkersAbout UsOur mission is to transform the businesses of our customers by making data science faster. Founded by the creators of Anaconda, NumPy and SciPy, Saturn provides a powerful data science platform for teams to build and manage data products. Our clients boast accelerated value creation cycles with Saturn by automating key elements of their analytics workflows and reaching new levels of productivity. We make data scientists happier and their businesses more successful. For more information, visit www.saturncloud.io"
894,Not Applicable,Full-time,"Our customers and users are now Millennials and this will only grow. That's why we actively seek the best and brightest students. Our JDA Summer internships and academic co-ops offer paid learning opportunities, social events, Lunch & Learns with our CEO, volunteer events, and Campus Ambassador Program.JDA is seeking a Fall Semester Intern to be based out of our Dallas office. Students working in JDA’s Agile Solutions Internship Program will be challenged with all aspects of Agile Solutions Delivery, including business analysis, DevOps activities, base product customizations, automated testing framework builds. Throughout the program, the student will have a mentor who will coach and guide them as they take on the responsibilities for the various roles within Agile Solutions. Students will work and contribute as a full team member of the services organization.The Primary Goals Of The Intern Are As FollowsIntern to help with technical tasks related to Luminate products - deployment/testing/coding etc:Work with Agile Solutions Team leads to perform regression testing of Luminate productsWork with Technical Leads and Architects to help deploy patch releases and upgradesParticipate in DevOps pipeline definitionHelp with creating pipeline reportsUnderstand Luminate Control Tower product and help debug product issues and product fixesThe Primary Responsibilities Of The Intern Are As Follows Contribute to team initiatives from an overall release/DevOps perspective  Help build customization framework using Java and other languages Help test control tower solutions deployed at customers during upgrades, new feature development etc Utilize the Agile process to design, build features, and functionality delivered on time and within scope  Develop automated tests to validate newly added functionality  Troubleshoot technical problems on internal servers/environments  Help build the customer DevOps pipeline for Agile Solutions Delivery Required Skills Currently pursuing a Bachelor’s or Master’s Degree in Computer Science/ Data Science/ Math or Statistics with programming or an applicable field of study.  Good understanding of software application development practices and life-cycle  Critical thinking, excellent research, and strong analytical skills with superb attention-to-detail  Ability to work independently and take initiative while also serving as a team player  Ability to interact effectively with Associates across all levels of the organization and variety of cultures  Strong time management and organizational skills  Ability to handle confidential data Our ValuesIf you want to know the heart of a company, take a look at their values. Ours unite us. They are what drive our success – and the success of our customers. Does your heart beat like ours? Find out here: Core ValuesCheck out JDA's blog - Supply Chain Nation - the platform for supply chain trends and innovations.Watch the Summer Internship Program Video !"
895,Mid-Senior level,Full-time,"With thousands of beautiful spaces built for travel and life, Sonder is transforming the future of hospitality. Each Sonder is purposefully selected, designed and maintained - customized to reflect the vibe of its neighborhood. Whether your stay is two days, two months or two years, in a studio or a six-bedroom, Sonder ensures a unique, yet consistent experience. And with 24/7 on-demand service, crisp linens, and over 200 other quality standards, we’re taking stay further for guests all around the world.Sonder started a little over five years ago, and now has thousands of spaces in cities across the globe.What You'll Do Grow the Data Science team in San Francisco by hiring talented candidates and developing leadership and deep expertise in the team Provide hands-on technical guidance to challenging data science problems faced by the team on a day-to-day basis Translate business requirements to data science problems and lead the team to deliver best in class solutions on startup timelines Partner with stakeholders across Real Estate, Revenue Management, Growth, Operations, Product, and Engineering teams to derive requirements and drive results Drive tangible business impact across Sonder far beyond research and analytics Your charter will be to turn Data into a competitive moat for Sonder What We're Looking For Master's degree or higher in computer science, applied statistics, economics, etc. 8+ years experience in a high-growth consumer technology firm, or equivalent 3+ years experience as people manager Prior experience leveraging machine learning Ability to solve complex analytical problems using quantitative approaches with a unique blend of analytical, mathematical and technical skills Excellent communication skills -- can articulate experiment goals and methodologies clearly and communicate insights in an easily accessible way to a diverse set of stakeholders Highly detailed-oriented and exceptional organizational and follow-through skills a must Startup mindset We also have great benefits to make your life easier so you can focus on what you're best at: Competitive Salary Generous stock option plan Medical, dental and vision insurance Unlimited vacation Annual free credits and discounts to stay in Sonders A company with a huge vision, a dynamic work environment, and a team of smart, ambitious and fun to work-with colleagues! Depending on your location: Daily catered lunches All the coffee you can imagine Snack-filled kitchen We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
896,Internship,Internship,"Organization DescriptionAutoGrid's mission is to organize the exponentially increasing amount of energy data produced from a networked and automated grid and make it useful and actionable for electricity generators and providers, grid operators, and electricity users.With deployments of smart meters, distributed generation, and other building and grid sensing technologies now reaching critical mass, all participants in the electricity supply chain find themselves having to process and analyze thousands of times more data than they've had before. Most organizations that produce or consume electricity have yet to take advantage of this information to improve their decision-making processes and lower their costs.AutoGrid enables Utilities, Electricity Service Providers, Grid Operators, DR Aggregators, and End-Users to precisely forecast, monitor and control power consumption securely and in real-time, maximizing the value of existing assets with Software Defined Power Plants.Job DescriptionAutoGrid is seeking Data Science Interns for Summer 2018. We are a rapidly growing company with significant market traction and a large pipeline of diverse opportunities. As such the role will be dynamic and varied, requiring a versatile self-starter willing to dive in to multiple initiatives. Over 10+ weeks the intern can expect to become deeply involved in implementing user features and analytics models that will run in production.Our goal is to give the intern exposure to a range of data science techniques and current big data technologies, through the experience of applying them to the energy industry. This role will provide an excellent opportunity to implement features that run in production, at scale.QualificationsExperience in one or more of the following:PythonStream processing frameworksSQLBig Data analyticsAlgorithms in machine learning and econometrics: eg. random forest, SVR, ARIMAExperience in energy and electric utilities is a plus"
897,Associate,Full-time,"At Mozilla, we want to protect the Internet as a global resource, open and accessible to all. We collect terabytes of data a day from millions of users to guide our decision-making. We could use your help.As a manager on the data science team, you will own a critical piece of the Mozilla organization. Data scientists work closely with our policy, legal, and business development teams to enable decisions and contribute insights that push our mission forward and in the right direction. They build models and design experiments that improve our understanding about the operation of our business and products to ensure that we are optimizing our decisions for maximum impact on the market. We are looking for an opinionated manager with technical chops who is excited to marshal a data science team to shape the future of the Web. You will manage a small team of data scientists and will be responsible for career mentorship and technical guidance. You will work with leadership to define and execute strategies that demonstrate the value of the data contributed by our users while maintaining an ethical set of principles to guide your practice.As a data science manager... You are comfortable steering a team of 2-7 data scientists to align with business priorities, legal and policy agendas, and Mozilla’s greater mission You pride yourself on your ability to communicate technical concepts to diverse audiences across Mozilla You define requirements for data scientists to other parts of the Mozilla organization You collaborate with cross-functional management to create new initiatives and refine existing processes that increase the impact of the data science team You possess a strategic mindset and find motivation in creatively solving problems You establish best practices for data science workflows and know how to create an environment and team culture that enables data scientists to perform at their best You have a strong desire to contribute to Mozilla’s mission through data science Your professional profile Up to 3 years of industry experience in the data science (or related) profession and up to 1 year of experience managing data scientists or other similar management experience. It is fine that you may be relatively early in your career, and we appreciate the expectation that you will grow in this role. You have experience with a breadth of analytical methodologies and possess a solid foundation in numerous statistical techniques You also have experience with common data science technologies, namely SQL, Python, or R, as well as familiarity with conventional code and programming concepts You have strong communication skills; experience speaking at industry or academic conferences a plus You consider contributing to a collaborative and open team culture an important responsibility About MozillaMozilla exists to build the Internet as a public resource accessible to all because we believe that open and free is better than closed and controlled. When you work at Mozilla, you give yourself a chance to make a difference in the lives of Web users everywhere. And you give us a chance to make a difference in your life every single day. Join us to work on the Web as the platform and help create more opportunity and innovation for everyone online.We are an equal opportunity employer and value diversity. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.Group: D"
898,Associate,Full-time,"At Mozilla, we want to protect the Internet as a global resource, open and accessible to all. We collect terabytes of data a day from millions of users to guide our decision-making. We could use your help.As a manager on the data science team, you will own a critical piece of the Mozilla organization. Data scientists work closely with our policy, legal, and business development teams to enable decisions and contribute insights that push our mission forward and in the right direction. They build models and design experiments that improve our understanding about the operation of our business and products to ensure that we are optimizing our decisions for maximum impact on the market. We are looking for an opinionated manager with technical chops who is excited to marshal a data science team to shape the future of the Web. You will manage a small team of data scientists and will be responsible for career mentorship and technical guidance. You will work with leadership to define and execute strategies that demonstrate the value of the data contributed by our users while maintaining an ethical set of principles to guide your practice.As a data science manager... You are comfortable steering a team of 2-7 data scientists to align with business priorities, legal and policy agendas, and Mozilla’s greater mission You pride yourself on your ability to communicate technical concepts to diverse audiences across Mozilla You define requirements for data scientists to other parts of the Mozilla organization You collaborate with cross-functional management to create new initiatives and refine existing processes that increase the impact of the data science team You possess a strategic mindset and find motivation in creatively solving problems You establish best practices for data science workflows and know how to create an environment and team culture that enables data scientists to perform at their best You have a strong desire to contribute to Mozilla’s mission through data science Your professional profile Up to 3 years of industry experience in the data science (or related) profession and up to 1 year of experience managing data scientists or other similar management experience. It is fine that you may be relatively early in your career, and we appreciate the expectation that you will grow in this role. You have experience with a breadth of analytical methodologies and possess a solid foundation in numerous statistical techniques You also have experience with common data science technologies, namely SQL, Python, or R, as well as familiarity with conventional code and programming concepts You have strong communication skills; experience speaking at industry or academic conferences a plus You consider contributing to a collaborative and open team culture an important responsibility About MozillaMozilla exists to build the Internet as a public resource accessible to all because we believe that open and free is better than closed and controlled. When you work at Mozilla, you give yourself a chance to make a difference in the lives of Web users everywhere. And you give us a chance to make a difference in your life every single day. Join us to work on the Web as the platform and help create more opportunity and innovation for everyone online.We are an equal opportunity employer and value diversity. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.Group: D"
899,Internship,Internship,"At PatientPop, we believe healthcare providers should focus their attention on delivering quality care to patients. That's why we take a holistic approach to improving every digital touchpoint along the patient journey with the leading all-in-one practice growth solution.We've helped thousands of providers since our founding in 2014. Along the way, we cultivated an incredible work environment — one of the best, according to Great Place to Work.Our dedicated team brings a blend of experiences that drives innovation and customer success. Our culture of continuous innovation allows employees to thrive personally and professionally. And our bustling (dog-friendly!) offices are in an enviable location: just two blocks from the beach and around the corner from 3rd Street Promenade.Now, we want you to be a part of it all.Must be available to work in our Santa Monica, CA office. The position is for 40 hours per week for 2-3 months during the summer.How You Will ContributeAt PatientPop, we are building a world-class data science and analytics practice. We are looking for a data science intern to join our growing team and derive insights from our rich and diverse data sources. This is an exciting opportunity to get in on the ground floor and help grow the presence and impact of data-driven solutions to a variety of business challenges.What You’ll Do  Work with our Senior Data Scientist and business stakeholders from marketing, sales, product, customer success and finance to solve key business challenges   Conduct in-depth analyses and build and deploy models to understand and predict outcomes related to acquiring and retaining customers   Create beautiful and informative visualizations and dashboards   Identify actionable insights that positively impact revenue  Who You Are  Master’s or Ph.D candidate in Data Science, Analytics, or Information Science with a Machine Learning focus (or equivalent training and experience)   Prior internship or work experience in a data-intensive role strongly preferred   Bonus points for experience with any of the following: XGBoost models (including development, hyperparameter tuning and feature interpretation), machine learning with imbalanced datasets, LIME analysis, Shap values, lead scoring algorithms, clustering, Git, Flask/Dash apps   Sound knowledge of analytical, statistical and machine learning methods   Proficiency in SQL and Python (pandas, numpy, plotly)   Excellent written and verbal communication skills   Curious, motivated, self-starter, team player   Passionate about high quality, insightful data analysis  PatientPop has one simple mission: help healthcare practices thrive. Our solution is the leading all-in-one practice growth platform that's HIPAA-compliant and helps providers promote their practice online, attract patients, and retain them for life. Learn more at patientpop.com"
