,Level,Type_of_Job,Description
478,Internship,Internship,"Organization Description AutoGrid?s mission is to organize the exponentially increasing amount of energy data produced from a networked and automated grid and make it useful and actionable for electricity generators and providers, grid operators, and electricity users. With deployments of smart meters, distributed generation, and other building and grid sensing technologies now reaching critical mass, all participants in the electricity supply chain find themselves having to process and analyze thousands of times more data than they?ve had before. Most organizations that produce or consume electricity have yet to take advantage of this information to improve their decision-making processes and lower their costs. AutoGrid enables Utilities, Electricity Service Providers, Grid Operators, DR Aggregators, and End-Users to precisely forecast, monitor and control power consumption securely and in real-time, maximizing the value of existing assets with Software Defined Power Plants. Job Description AutoGrid is seeking Data Science Interns for Summer 2018. We are a rapidly growing company with significant market traction and a large pipeline of diverse opportunities. As such the role will be dynamic and varied, requiring a versatile self-starter willing to dive in to multiple initiatives. Over 10 weeks the intern can expect to become deeply involved in implementing user features and analytics models that will run in production. Our goal is to give the intern exposure to a range of data science techniques and current big data technologies, through the experience of applying them to the energy industry. This role will provide an excellent opportunity to implement features that run in production, at scale. Qualifications Experience in one or more of the following: PythonStream processing frameworksSQLBig Data analyticsAlgorithms in machine learning and econometrics: eg. random forest, SVR, ARIMAExperience in energy and electric utilities is a plus"
479,Internship,Full-time,"JMA is currently seeking a Data Scientist Intern to join the Business Analytics Team in our San Francisco office. Our team is tasked with absorbing millions of rows of data from various of sources, organizing them, visualizing them, and analyzing them to help inform decision-making and investment strategies. You will be tasked with transforming complex and not always structured data sets into actionable insight for our acquisitions team. We want you to use that intuition you’ve developed (both in business and real life) to use the data we have on hand to find opportunities for growth and to develop insights that help the organization meet its investment goals, improve its performance, and positively impact the bottom line in the real estate market.Once you’re here, you’ll help engineer, analyze, and report on data to improve and streamline the due diligence process. Your work will provide digestible insights for acquisition leaders and JMA executives.What You Will DoBuild price prediction models for property value growthBuild cost prediction models for real estate developmentCollaborate with acquisitions and asset management teams to integrate your model outputsAs an early member, help set the culture, processes and tools of the data science teamWhat We Are Looking ForEducation and Prior ExperienceBS/BA required. Enrolled in a graduate program of study as a full-time studentExperience through thesis research, internships, or work experience in a science, technology, engineering or mathematics (STEM) related field, such as:Computational social scienceComputer scienceData analyticsEconomicsEngineeringGeospatial analysisMathematicsOperations researchPhysicsQuantitative financeStatisticsPrevious experience in quantitative fields including predictive modeling, statistics, financeSome experience in real estate is preferred, but not necessaryTechnical SkillsStrong quantitative, analytical, and problem-solving skillsStrong proficiency in Microsoft Excel, database management, VBA, AWS, SQLStrong proficiency in R or PythonFamiliar with GIS software and location-based data setsPersonal SkillsAbility to think and act independently to assess and prioritize new opportunities and present findings to acquisition and senior management teamsDemonstrated ability to lead and complete predictive modeling and data science related projectsSelf-starter and strong work ethic with willingness to work in a demanding, highly focused, and collaborative environmentPragmatic and gets things doneRequired EducationMaster’s educationRequired ExperienceMachine Learning, Statistics, Predictive Modeling: 1 yearWho We AreJMA is a full-service investment and development firm focusing on real estate and leisure-lifestyle assets. We work on every project scope from concept and entitlement through completion and operation. Our portfolio includes landmark properties that span hospitality, resort, destination, residential, retail, office and commercial developments. We believe their success is founded on our team’s keen understanding of the user experience and a deep knowledge of trends, tastes and desires that drive the creation of truly unique places. As a company and as members of the communities we build in, we have a firm commitment to sustainability and a responsibility to better the neighborhoods we work in – both environmentally and economically."
480,Internship,Full-time,"Worker Sub-TypeStudent (Fixed Term)Job DescriptionTHE POSITIONCylance is seeking Data Science interns who will work with machine learning at the heart of its products during the Summer of 2019. Prior experience in security is a plus, but not necessary; the right candidate will be able to gain domain expertise during the internship, surrounded by some of the computer security industry’s leading minds.At Cylance, we develop state-of-the-art machine learning techniques to solve long-standing problems in computer security. We discover novel ML techniques and applications, build systems to handle petabytes of ludicrously high dimensional data, and protect people from bad guys. We protect millions of computers from security threats, and as an intern here, you’ll do real, meaningful research. Previous interns have seen their work directly impact our products, have published papers based on their research at Cylance, or have been inventor on a patent application related to their work.The Data Science team is a critical, highly visible, and high-impact team within the company. The team brings together experts from machine learning, stats, computer science, computer security, and various applied sciences, with backgrounds including deep learning, Bayesian statistics, time-series modeling, topology, scalable data processing, and software engineering.What You Will DoApply, improve, and invent machine learning techniques to solve important problems in computer securityWrite maintainable, readable code for running experiments and proofs-of-conceptsWork with very large datasets, often with millions of dimensionsCollaborate closely with other data scientists and security expertsWho We Are Looking ForCurrent PhD and Master’s students studying machine learning, statistics, or related fields; PhD students are strongly preferredStrong math skills in general, especially linear algebra and statisticsExperience with PythonExcellent communication skills, clearly conveying ideas to others in speech and in writingKindness, and a deep willingness to help and collaborate with othersABOVE AND BEYONDIndustry experienceExperience working with the following:Python, and libraries like sklearn, numpy, scipy, pytorch, and tensorflow.Various other languages, including Scala, C/C++, C#, Java, and x86 assembly.GitSparkVarious AWS services, like EC2 and S3What We Need From You To ApplyCurrent resumeCover letter/summary expressing:Why you are interested in working at CylanceThe skills, strengths and expertise you will contribute to our diverse team of extraordinary talent and humble heartsJob Family Group NameBusiness Practices & OperationsScheduled Weekly Hours40"
481,Not Applicable,Full-time,"Job DescriptionNovelis manufacturing processes produce the operational run-time data for each coil across 15+ machine centers in various plant throughout the globe. To standardize Machine Learning models across various plants, we plan to build a Data Science platform with common set of libraries of routines. We also plan to build a common library of features used in our models allowing faster go-to-market of the new models.The Data Science Intern will help develop routines using Object Oriented Python classes and methods. Key Learnings  The Data Science Intern will learn the existing models developed by the Digital group and will help standardize those using Pipelines.  The Data Science Intern will learn/understand the manufacturing process and understand common data manipulation tasks.  The Data Science Intern will understand software development lifecycle and work in a professional environment.  The Data Science Intern may help develop a library containing all the features currently engineered. Qualifications Either have completed Masters in Software Engineering/Data Science or currently enrolled in a program  A proficient understanding of Python based Object Oriented Programming  Experience with software and model engineering concepts such as versioning, model deployment and model retraining etc.  Hands on experience with such Python libraries as Scikit-Learn, Unittest and Pytest, Flask and MLFlow  Understanding of git workflow and CI/CD.  Experience in Collaborative and Iterative Development  Desire for continuous development and learning opportunities  Strong analytical, organizational, presentation, and time management skills Minimum Experience LevelReport toScientist"
482,Internship,Internship,"Facility: Butterworth Hospital - GRAND RAPIDS, MIDepartment: Bioinformatics CoreCategory: OtherClassification: Temporary Full-time or Part-time no Benefits (C2)Working as embedded technical expert as part of an integrated cross-functional team, the Data Sciences Intern will help to develop and maintains database solutions for research. Performs support tasks for department, as directed, and maintains clear and appropriate documentation. Acts as a team member and assists the team in improving processes.Basic Qualifications:Qualifications: Currently enrolled in a Master’s degree in a data science or a related field.*Preferred Qualifications: *Skills: Familiarity with relational database management (preferred)Experienced data handling skills with SQL, R, or Python (preferred)Familiarity with data visualization tools such as Tableau or R/Shiny (preferred)Spectrum Health grants equal employment opportunity to all qualified persons without regard to race, color, national origin, sex, disability, age, religion, genetic information, marital status, height, weight, sexual orientation, veteran status, or any other legally protected category."
483,Entry level,Full-time,"SummaryThe Data Science Specialist will be part of a data science or cross-disciplinary team on development projects, typically involving large, complex data sets. This team includes statisticians, computer scientists, software developers, engineers, product managers, technicians and end users, working in concert with partners in Makino business units. Potential application areas include collected data analysis and diagnostics across multiple metal cutting machine platforms.Essential Duties And Responsibilities Develop analytics within well-defined projects to address customer needs and opportunities. Work alongside software developers and software engineers to translate algorithms into commercially viable products and services. Contribute to technical discussions and reviews as an expert in related areas of responsibility. Maintain state-of-the-art knowledge in related areas of responsibility. Communicate ideas, plans and results effectively via presentations and written reports. Generate reports, annotated code, and other projects artifacts to document, archive, and communicate your work and outcomes. Work with data engineers on data quality assessment, data cleansing and data analytics. Work effectively with peers, management, operations groups, and outside organizations. Work in technical teams in development, deployment, and application of applied analytics, predictive analytics, and prescriptive analytics. Perform exploratory and targeted data analyses using descriptive statistics and other methods. Share and discuss findings with team members. Physical Demands: The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. The physical demands include travel, typing, writing, light lifting, etc. More than 40 hours per week is often required to effectively perform this job including infrequent weekend travel/working requirements.Work Environment: Most of the work will be in an office environment with occasional overnight travel to other Makino facilities or manufacturing environments containing Makino equipment. Overnight travel is expected to be less than 20%.Required SkillsEducation and/or Experience: Master’s Degree in Electrical, Mechanical, Mathematics, Aerospace Engineering or Computer Science with demonstrated research capability or equivalent experience. Demonstrated skill in the use of one or more analytic software tools or languages (e.g., SAS, SPSS, R, Python, Matlab)  Strong background in diagnosis, prognosis and control systems analysis and synthesis. Background/familiarity/experience with metal cutting technologies Experience with multiple statistical programming languages such as Python, R, SAS etc. Database query programs (SQL, Experience with Pivotal, Postgres) Experience with Github Basic understanding of statistics and predictive algorithms. Background in Multivariate Calculus and Machine Learning. Experience with Data visualization and communication. Domain knowledge in Compute, Database, Network, and Storage Experience in IT Service Management environments. Strong background in diagnosis, prognosis and fault-tolerant control systems analysis and synthesis. Strong background in system diagnosis and prognosis algorithms development and integration. Effective verbal and written communication skills. Excellent interpersonal skills to work effectively with Makino internal and external customers."
484,Internship,Internship,"At Carta, we design products that transform the way hospitals use data to deliver care. We make analyzing data fast, easy, and useful for everyone. We're looking for Data Scientists skilled at rapid iteration and excited about solving problems that can save lives. This is a startup role, where we will ask you to wear many hats and solve many different types of problems.Best of all, when we say Data Science Internship, we mean Data Science internship--no grunt work, no code cleanup, no bug fixes. Like kaggle, you'll be solving incredibly interesting Data Science puzzles but, unlike kaggle, every puzzle you solve will measurably help save people's lives and save our healthcare system. We'll give you a unique experience to see how far you can push your Data Science skills that you won't be able to find anywhere else.You love solving complex engineering problems, by creating beautiful, and well-tested algorithms. You're a positive individual who leads by example, drives conceptual thinking, and brings a curiosity and experimental approach to solving engineering challenges. You enjoy building new features and writing elegant code. If this describes you--you belong at Carta.We have open positions in Fall and Winter and we will be reaching out to you in July regarding this role.Excited to talk to you!"
485,Internship,Internship,"Position: Data Scientist Intern – March, 2019, Payformance Solutions (hourly position)  Office: Chicago, IL Why We’re Excited To Get To WorkThe mission for Payformance Solutions is simple. We aim to be a catalyst for payment transformation in the healthcare industry. Our proprietary software solutions allow payers and providers to focus on what really matters: providing patients with access to care that yields the best health outcomes, at the lowest costs.The healthcare industry is complex and fragmented. Payers and providers are faced with a lack of transparency and conflicting financial goals that fail to consider the health outcomes of patients. We help stakeholders plan, negotiate, operate and optimize value-based reimbursement programs by leveraging our industry-leading research and technology to develop alternative payment strategies. Our comprehensive, full-service approach ensures that your organization’s transition to value-based care accelerates smoothly with speed and flexibility while improving the quality of care.What We Are Looking ForOur team is currently looking for a data science intern to join our team. This position will help support our data analytics needs. As a data science intern, you will utilize a diverse array of technologies and tools as needed to deliver insights, such as Python, SQL, Jupyter, D3.js, and other related software. You will be a contributor to the team, tasked with developing analytics models and algorithm solutions.What You ’ Ll Do Assist with data / business analytics needs  Utilize a diverse array of technologies and tools to deliver insights: Python, R, Jupyter, Spark, Hadoop, and AWS Athena  Analyze and model structured data, and implement algorithms to support analysis using advanced statistical and mathematical methods from statistics, machine learning, data mining, econometrics, and operations research  Work with developers and engineers to spec out database models and determine implementation of algorithms  Model building and testing  Perform analysis using big data sources that provide insight and value  Assist in creating reports and provide timely analysis What You’ll Bring To The Table Currently enrolled in a Masters or PhD degree program from an accredited college/ university in quantitative fields (e.g., Computer Science, Engineering, Statistics, Economics, Data Analytics, or related field)  Proficiency with Python, SQL, and R  Knowledge of, or willingness and aptitude to learn, healthcare and claims data  Knowledge of building time series, spatial, or financial forecasting models for prediction  Strong mathematical background with strong knowledge in at least one of the following fields: statistics, data mining, machine learning, statistics, operations research, econometrics, natural language processing, and/or information retrieval  Experience in extracting, cleaning, preparing and modeling data  Knowledge of data analytics methodologies, including distribution testing, data cleaning and transformation  Knowledge of data visualizations, including sequence plots, histograms, heat maps, and box plots  Excellent interpersonal and communication skills  Excellent quantitative skills and programming skills  Experience working with large data sets  Experience working with presentation software, such as D3, Tableau, and MS PowerPoint  Demonstrated ability to work independently and in teams  Demonstrated ability to complete work on time Not To Boast, But a Little Bit About UsPayformance Solutions is a health-tech company dedicated to advancing payment transformation in the healthcare industry. We are a wholly owned subsidiary of Altarum Institute, a nonprofit systems research and consulting organization that has been servicing government and private sector clients since 1946.Altarum Institute (Altarum) is a nonprofit organization headquartered in Ann Arbor, Michigan. Altarum serves the public good by solving complex systems problems to improve human health. Altarum creates and implements solutions to advance health among vulnerable and publicly-insured populations. Public sector clients include the U.S. Department of Defense, Department of Health and Human Services, Department of Agriculture, Department of Veterans Affairs, the Occupational Safety and Health Administration, and various state agencies nationwide. Altarum also serves clients in the philanthropic and private sectors. Areas of expertise include health data and analytics; value-based care; public health systems design, development and information exchange; behavioral health and substance use disorders; childhood and adolescent health; medical education; food and nutrition; consumer engagement; elder care; health disparities and equity; and military and veterans’ health.At Payformance, we don’t just accept difference - we celebrate, support, and thrive on it for the benefit of our employees, our clients, and our community. Payformance Solutions is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to, among other things, race, color, religion, sex, sexual orientation, gender identity, national origin, age, marital status, status as a protected veteran, or disability.To all recruitment agencies: Payformance does not accept agency resumes, we are not responsible for any fees related to unsolicited resumes."
486,Internship,Internship,"What variables are meaningful for studying the performance of our personalization algorithms? What is the role of Travoom.com’s social integration for helping users find content? What does a user’s visit behavior tell us about their engagement? The data scientist will be responsible for designing, developing and maintaining systems involving various techniques such as Artificial Intelligence, Machine Learning, Large Scale Data Mining, Network Analysis, Information Retrieval, and Probabilistic Modeling. These skills are required for finding anomalies in large data sets, Pattern Recognition, Language Processing and Mining structured, semi-structured and unstructured data. Each travoom user will have a personalized feed exacltylike Pinterest, daily emails exclusive to each user, what is the data we are collecting to personalize each user experience even when we hit 200MM users.Candidates initial role will be identifying viral loops and growth opportunities. Facebook, Instgarma and Pinterest integration, inviting friends, follow-up emails, identifying holes in the existing process. Identifying every possible growth opportunity the company has.If you are interested in solving such problems, and then defining some more of your own and solving them, and have the tech/analytical skills to back it up, let’s talk!Responsibilities VIRAL GROWTH Leverage data mining and machine learning approaches to model and predict end user behavior. Mine and analyze data, applying statistical methods as necessary, pertaining to customers’ discovery and viewing experiences to identify critical product insights. Proactively develop new metrics and studies to quantify the value of different aspects of product personalization, and set up ongoing reports to continually measure their performance. Translate analytic insights into concrete, actionable recommendations for business or product improvement. Drive efforts to enable product and engineering leaders to share your knowledge and insights through clear and concise communication, education, and data visualization.QualificationsRuthless passion for winning.CODING a huge PLUS Proficiency at querying relational databases (SQL) and experience independently working with and exploring data Great with numbers, tables, charts, trends – everything data. Strong skills in at least one of the following analytic tools: R, SAS, SPSS, Excel Good understanding of high-level product architecture and data flow patterns. Strong interpersonal and communication skills: ability to tell a clear, concise, actionable story with data, to people across various levels of the company. Pursuing BS or MS degree in Mathematics, Computer Science, Statistics, Operations Research, or other quantitative field.Additional Information Creative problem solver who can courageously propose and support new ideas to bring travel and adventure to more people worldwide.  Ability to adapt. An ideal candidate will welcome the opportunity to solve a broad range of problems using a wide array of technologies.  Comfortable with ambiguity, shifting priorities and general growth pains of an early-stage technology company  Exceptional entrepreneurial judgment that fosters independence over micro-management  Strong work ethic and ability to deliver high-quality results in a fast-paced work environment  Detail oriented and organized with superior analytical abilities  Excellent communication, presentation and interpersonal skills  Compensation will be a package of Salary, Bonus and Equity depending upon experience and quantifiable contributions to profitability  Part time help during fundraisingTravoom.com is located in beautiful Santa Monica, we are privately held and rapidly growing!"
487,Entry level,Full-time,"Requirements 2 years of experience in quantitative analysis or data science Strong problem-solving skills, with experience breaking down a large problem into smaller, solvable components Strong skills in SAS SQL. Strong skills in data exploration, analysis, and visualization with Python or R. Strong understanding of methods in statistical analysis (e.g., supervised machine learning methods, hypothesis testing, etc.) Experience with BI and data visualization tools like R, Shiny. Ability to initiate and drive projects to completion Experience with Decision Support Models. Excellent written and verbal communication skills with the ability to communicate the results of your work in meaningful ways Strong collaboration skills with both technical and non-technical groups"
488,Entry level,Full-time,"Requirements 2 years of experience in quantitative analysis or data science Strong problem-solving skills, with experience breaking down a large problem into smaller, solvable components Strong skills in SAS SQL. Strong skills in data exploration, analysis, and visualization with Python or R. Strong understanding of methods in statistical analysis (e.g., supervised machine learning methods, hypothesis testing, etc.) Experience with BI and data visualization tools like R, Shiny. Ability to initiate and drive projects to completion Experience with Decision Support Models. Excellent written and verbal communication skills with the ability to communicate the results of your work in meaningful ways Strong collaboration skills with both technical and non-technical groups"
489,Associate,Full-time,"Job DescriptionWe are expanding its technology and quant team to build disruptive new products to further revolutionize trading and investing. Our products are used by the largest investment firms globally, and we are recognised as an industry-leading innovator in big data analytics, AI and machine learning.We are a dynamic, technology-driven, and highly productive team of quants, developers and product designers. Deep collaboration with our clients and partners is key, and we benefit from great relationships with the most ground-breaking firms in the asset management industry, who help us to constantly push the limits of technology and analytics.We have a track record of hiring amazing people and giving them (industry veterans and recent grads alike) autonomy and responsibility from the start. You'll have the best tools and resources available to get the job done, and thrive in a collaborative environment where our teams are passionate about building great things.The right candidates will have both a strong mathematical background, and be highly adept technologically.Responsibilities Analyse unique proprietary data sets. Create, evaluate, and enhance mathematical models and streaming analytics pipelines. Write production code. Partner globally with other data scientists, quants, developers, product designers, clients and industry leaders to tackle the important problems faced by the world's largest asset managers.  SKILLS Bachelor's degree in Computer Science, Mathematics or related technical focus. 2&plus; years of relevant experience OR recent Master's or PhD grad in Computer Science, Mathematics or related field. Proficiency in a mainstream programming language, such as Python, C/C&plus;&plus;, C#, Java, JavaScript, Haskell or similar. A strong foundation in a STEM/numeric discipline. Familiarity with software development practices such as version control (git), test frameworks, code review tools, deployment configuration management, continuous integration. Experience with machine learning libraries/frameworks and methods Excellent communication skills and team orientation"
490,Internship,Internship,"Job DescriptionIn this role, you will be working in an interdisciplinary environment and will obtain invaluable transferable skills. Moreover, you will have a chance to highly impact the company success. Being aware of various sources of biases in the data and critical thinking skills are essential for interpreting data. We also want to see a passion for machine-learning and research. At least 6 month commitment is preferred.Responsibilities Automate data collection processes Undertake preprocessing of structured and unstructured data Report potential biases in the original source and the preprocessing approach Present information using data visualization techniques Collaborate with machine learning, experimental discovery, and clinical development teams."
491,Entry level,Full-time,"Machine learning data science Work Location Reporting Address Sunnyvale, CA 94085 Client Name Apple Inc Vendor Rate 65.00 Contract duration 3 Months Must Have Skills Data Science Machine learning Python Detailed Job Description Data Scientist with Machine learning and Deep learning skills. Experience in Python and R language. Minimum years of experience 5+ Certifications Needed No Top 3 responsibilities you would expect the Subcon to shoulder and execute Data Analysis Machine learning tools dev Client interfacing"
492,Associate,Full-time,"Job DescriptionØptimus Consulting, a data science and software company, is seeking a data science fellow in the Washington, DC area. Fellows with the Data Science & Predictive Analytics team will participate in all aspects of work at Øptimus. In an environment where ""long-term"" projects last one or two weeks, no two days are the same. You'll work on multiple projects: writing call scripts that are used in hundreds of thousands of calls, streamlining our current workflow, sitting in on meetings to offer your valuable insight, and creating statistical models to meet the needs of our clients, just to name a few. We'll match what you're good at with what you enjoy and what we need.Fellowships are intended for recent college graduates or those with graduate degrees looking to transition into data science. The fellowship is a twelve-month full-time position with an opportunity for a permanent job offer upon completion.Qualifications Must have a college degree in a STEM or social science field, or equivalent real-world experience. At least one course in statistics is required. Having courses or experience in machine learning, data mining, regression, generalized linear models, experimental design, and/or GIS is especially desired. A Masters or Doctorate Degree is a plus but not necessary. Must be able to learn quickly and juggle multiple projects with moving deadlines. Must have strong analytical skills. Must have killer Excel skills and be incredibly competent in Word and PowerPoint. Must have experience in R or Python. Experience with Tableau is a plus. A passion or knowledge for politics is preferred but not necessary. Experience with political campaigns, commercial operations, or similar efforts can be very helpful. Experience with computer programming is a plus. CompensationFellows with Øptimus are salaried W2 employees and have benefits, including health insurance, dental and vision insurance, transportation reimbursement, and cell phone reimbursement.CompanyØptimus Consulting is a family of statisticians, graphic designers, data scientists, programmers, social media marketing analysts, and recovering politicos. Since its founding in 2013, 0ptimus has been at the forefront of developing innovative data and analytics software platforms. 0ptimus has designed and delivered data-driven strategies for leading political campaigns, Fortune 500 companies, and non-profits around the globe.We handle a wide variety of projects and use many different technologies and programs to meet our clients' needs, so our culture here is one of constant learning and curiosity, while doing things the right way. We boast a two-floor office near the yellow and blue Metro lines, no cubicles, a nacho cheese machine, and kegerator. If you live by the ""work hard, play hard"" philosophy, then you'll be a great fit with the Øptimus team.vumS6HpHpp"
493,Mid-Senior level,Full-time,"Why VacasaWe started with just one home and an idea: to bring homeowners and renters together with smart technology and caring local teams. Today, we’re the largest full-service vacation rental company in the US. Today, we’re one of the fastest-growing vacation rental companies in the world—thanks to the people who give us their best every day. You’ll fit right in here if you’re curious, entrepreneurial, and thrive in a rapid-growth environment.What We’re Looking ForWe are seeking a leader who is passionate about building a world class Data Science team in order to achieve Vacasa’s goal of providing a fantastic home base for any vacation. In addition to solving problems and removing roadblocks for your team, you’ll help define the vision, tools, and processes that help us take on challenges like: Determining the potential rental value of any vacation rental home, and how to increase that potential Pricing each of our unique units in real time given global market conditions to ensure we have homes available for potential guests while maximizing owner revenue Optimally scheduling home cleaning while giving our employees scheduling certainty Matching each guest’s expectations with a tailored experience  What You’ll Do Manage and guide the careers of our growing Data Science team Represent their work to the executive team and the rest of the organization Guide the team’s research, discovery, and implementation Stay curious about the field of Data Science, operate with empathy towards others, drive innovation, and remain accountable to yourself & team Keep your tech skills (Python, R, Stata, Big Data, etc.) sharp by contributing to our code Skills You’ll Need Experience managing folks working on data science projects Inquisitivity about statistics, systems engineering, algorithms, economics, operations research and related fields Advanced proficiency with Git/GitHub, Python, SQL, cloud computing, and machine learning Bonus Points Stellar listening and communication skills A Master’s or PhD with coursework focused on building data models You have intriguing stories to tell about your work applying the right statistical techniques to the right circumstances, have lead folks in applying those techniques for a multitude of situations, and the prospect of more work in this arena genuinely excites you What You’ll Get Health/dental/vision insurance—100% coverage option 401K retirement savings plan with up to a 6% company match Vacation time Paid sick leave and holidays Career advancement opportunities Employee discounts All the equipment you’ll need to be successful Great colleagues and culture"
494,Mid-Senior level,Full-time,"Shipt is a membership-based marketplace that helps people get the things they need. Our friendly shoppers handpick fresh groceries and household essentials and deliver them to members in as soon as one hour.What Does Data Science Do at Shipt?At Shipt, we work at the intersection of a multi-sided marketplace and we’re looking for help understanding data collected across this complex marketplace, optimizing existing processes, and making predictions to help improve the product and experience.Our team tackles a wide variety of projects, ranging from developing sophisticated predictive and machine learning models, conducting ad-hoc research, working with engineers on service development and deployments, and presenting results to functional teams. Our ideal candidate will be data-driven, intellectually curious, and a clear communicator.Your Days Will Look Like… leading and developing a highly skilled team of data scientists and analysts … providing technical guidance and implementation details for the team as they work through projects big and small… collaborating with partners across product, engineering, and operations to accomplish business goals… leading and prioritizing exploratory work to uncover new opportunities… working with leaders to build data-informed strategies and roadmapsYou may be a fit for this role if you:… are a strong data scientist with 4+ years of experience… have 1+ years managing data scientists or 1+ years as a Tech Lead… have expertise solving complex and highly impactful quantitative problems with at least one scripting language (Python or R - we use both) and SQL… enjoy mentoring data scientists through their projects and careers… don’t mind getting hands on with challenging technical problems across a broad spectrum of data science problems, encompassing NLP, search, operations research, and semi-supervised learning problemsYou'll Get Bonus Points For... experience with batch and streaming data frameworks... work around on-demand or multi-sided marketplace problemsHere are some projects that the team is actively working on:Improving search rankings and relevancy through engagement metrics, inferred popularity, named entity recognition, and a number of other techniquesImproved order offering and the logistical component of deliveries through order batchingNLP on free text to pull out specific product information and product matchesWe are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records."
495,Entry level,Full-time,"Qualifications Minimum of MS, Phd Strongly Preffered, in Statistics, or related quantitive discipline Minimum 5 years of experience with phd and 8 Years of experience with MS in relevant areas of Data Science and proven capability in applying Accomplished academic background in health data applications hard evidence of extensive biomedical collaborations and publication record preferred Strong analytical and problem-solving Skills Strong technical Skills Experience in R, python, SQL, Spark, Cloud Services (Azure, AWS) Excellent writing, Communication and Presentation Skills, proficiency in data interpretation, delivering messages with impact to internal and external customers. Intellectual curiosity and agility Ability to work independently as well as collaboratively within a team setting"
496,Entry level,Full-time,"As Ribbon's Data Science Lead, you'll create best practices and grow the data culture. You'll work closely with the leaders across every department to create more teams which are run by data driven insights. You'll have the opportunity to grow and manage the DS function and team.Your Focus Becoming a subject matter expert in sales operations, structured finance and real estate operations. Understand the systems, understand the users, and drive towards identifying core opportunities for the business. Work directly with directors of finance, marketing and sales to create more data driven functions across the business. Prepare technical reports, reviews and analysis of current processes. Participate in backlog grooming, sprint planning, and retrospectives. Responsible for translating high-level business requirements into detailed functional specifications and managing the requests for changes. Establish data driven practices for understanding high level business metrics like CAC and LTV.Your Skills Strong organizational skills, including the ability to successfully manage multiple priorities and projects and consistently meet deadlines in a fast-paced environment. Experience with cloud platforms, ideally AWS. Familiarity with SQL and noSQL datastores like Redshift, Postgres, Elasticsearch and MongoDB. Experience with SQL or other data visualization tools (like R or Python). You have a track record building or scaling data driven organizations."
497,Not Applicable,Full-time,"Minimum Qualifications Bachelor's degree in a quantitative discipline or equivalent practical experience. 4 years of relevant work experience involving quantitative data analysis Experience with statistical software (e.g., R, Python) and database languages (e.g., SQL). Preferred Qualifications Master's degree or higher in a quantitative discipline (e.g., Statistics, Computer Science, Math, Engineering) or equivalent practical experience Strong knowledge and hands-on experience with both supervised and unsupervised learning (e.g. time series forecasting, clustering, classificaiton) and/or Big Data techniques (Spark, Pig, Hive) is a big plus. Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment Effective communication (written and verbal) to translate technical solutions and methodologies to senior leadership About The JobAt Google, data drives all of our decision making. The Finance Business Intelligence and Analytics team combines business acumen, technology and innovation to organize data, enable insights and create a data driven and efficient Finance organization. You will have a unique opportunity to gain perspectives on Google’s core businesses, services and the ecosystems that they operate within.As a Data Science Specialist, you will work on strategic business challenges across multiple business areas (ex. Ads, YouTube, Search, Play, etc.) through the lens of monetization. You will collaborate with data engineers, analysts and PMs to create an end-to-end data solutions to enable our finance partners to make informed decisions, manage risks and opportunities. You will demonstrate statistical and machine learning experience and an understanding of our business models to tackle complex data problems.The name Google came from ""googol,"" a mathematical term for the number 1 followed by 100 zeros. And nobody at Google loves big numbers like the Finance team when providing in depth analysis on all manner of strategic decisions across Google products. From developing forward-thinking analysis to generating management reports to scaling our automated financial processes, the Finance organization is an important partner and advisor to the business.Responsibilities Partner with Finance leadership and their teams to understand business context and identify science solutions. Apply statistical and machine learning methods to solve large scale problems, including the full modeling lifecycle (e.g. data manipulation, building and evaluating models, interpreting results, transitioning solutions to production, performance monitoring, recalibrating models, etc.) Create data visualization to summarize the modeling insights and communicate them to internal team members and business stakeholders Continue to widen and deepen data science and engineering skill sets Coach junior members and share knowledge with the broader team At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form ."
