,Level,Type_of_Job,Description
246,Associate,Full-time,"ROLE  We need an energetic Python Developer to work on some mission-critical programs within the Department of Defense (DoD). If you are smart, creative, and a self-starter, this job is for you.   Apply today!   RESPONSIBILITIES  Develop with Python Design, develop, and implement software applications Help build software applications for data science, analytics, and geospatial intelligence Help build high quality prediction systems Help create classification and co-occurrence algorithms using probabilistic approaches Work with Python libraries like Anaconda, NumPy, Pandas, Scipy, iPython, etc. Use iPython to create notebooks and visualizations Use AWS and its cloud services like S3 and Lambada Work with databases like MySQL, PostGres, RedShift, DynamoDB, Aurora, etc. Write clean code that is maintainable, scalable, and extensible Adhere to good programming and scripting practices Create data adaptors using pandas Contribute to data mining Help enhance data collection procedures to improve analytic systems Process, cleanse, verify data integrity Create automated anomaly detection systems Extending company’s data with third-party sources Work with libraries such as geopandas, shapely, and pysal Use machine learning techniques to build and optimize classifiers Learn and apply data warehouse techniques and technologies Help gather requirements Work in Agile environment Be part of cross-functional team on all application tiers Help consume RESTFul services   BACKGROUND  More experience the better 2+ years progressive experience 1+ years experience with Python Experience with Python libraries 1+ years experience with Linux Experience with ETL Experience with relational databases, e.g., MySQL, PostGres, etc. Preference for experience with AWS and services such as S3 and Lambada Preference for experience with Apache Spark, Airflow, HBase Possess product mindset Experience with Agile and Scrum   EDUCATION  Bachelor’s degree   LOCATION  Springfield, VA 22152   CLEARANCE  Minimum – TOP SECRET clearance Preference – TS/SCI clearance   West 4thStrategy is an Equal Opportunity/Affirmative Action (EEO/AA) employer. All qualified applicants will receive consideration for employment without regard to race, color, creed, religion, gender, sexual orientation, ancestry, national origin, age, marital status, mental disability, physical disability, medical condition, pregnancy, political affiliation, military or veteran status, or any other basis prohibited by federal or state law.              Other Considerations:Relocation will not be offered. Selected applicants will be subject to a background investigation. Individual’s primary workstation is located in an office area. The noise level in this environment is low to moderate. Regularly required to sit for extended periods up to 80% of the time; frequently required to move about to access file cabinets and use office equipment such as PC, copier, fax, telephone, cell phone, etc. Occasionally required to reach overhead, bend, and lift objects of up to 10 lbs. Specific vision abilities required by this job include the use of computer monitor screens up to 80% of the time."
247,Mid-Senior level,Full-time,"Senior Data Engineer at a leading investment firm in Boston  undergoing a data transformation that will change the way they look at data internally. This person will lead the charge of this data transformation.     The Position Work with a development group to analyze and normalize large quantities of data in order to inform trading decisions made by the Quantitative Investment Research group Collaborate with Data Engineering team to improve data handling strategies Create new APIs for the system Verify and test developed solutions Be in charge of training the current team members on new systems that are implemented Background and Experience A bachelor’s degree in Computer Science or Computer Engineering Experience programming in Python, SQL, C#, C++, or Java Experience with Hadoop, MongoDB, Postgres Strength in evaluating, adopting, and designing databases Strength in debugging data base systems Knowledge of data architecture A detail-oriented, energetic attitude Data warehousing experience a plus  This is a full-time and permanent position located in Boston, MA."
248,Executive,Full-time,"Are you a hands-on VP of Engineering or CTO who has been successful in the productization of data? Are you a VP of Engineering with success stories in data analytics, data science, and data insights? Are you a VP of Engineering or hands-on CTO with strong experience building and mentoring teams to build outstanding data-driven products? If you’re looking to scale engineering teams and engineering practices for a growing startup, this VP of Engineering role could be a great fit!   This data-intensive startup, founded by a veteran tech CTO, is completely disrupting an antiquated industry by delivering measurable results (in a gorgeous dashboard). This product is the first of its kind, has had incredible results (including real revenue), and is now looking to scale their engineering team to prepare for high scale growth. They are looking for a hands-on VP of Engineering to help them as they continue to grow by both hiring and inspiring great engineers and taking the company to the next level.   You Will: Build, lead, and mentor a team of passionate engineers – you’ll be scaling a team while you scale engineering practices Make sure the Engineering teams spread amongst the multiple offices are collaborating effectively Scale the engineering team by involving yourself in the hiring process from beginning to end Foster a healthy engineering culture through hands-on coding and ensuring the optimal balance between high-quality code and shipping punctuality, as well as developing an engineering roadmap Collaborate with the Data Science and Client Services teams to build data integrations   You Will Need: Experience productizing data – this key component is the basis for everything! Ideally, have scaled an engineering team from 20 to 50 engineers Well-rounded experience in software engineering, from front-end to infrastructure to data Experience managing a team of engineers, as well as experience being a Software Engineer yourself Experience leading at a startup The leadership ability to think both at macro and micro Desire to be hands-on, passionate about technology, strong knowledge of bleeding-edge technologies   You Will Get: Have a hugely impactful role at a revenue-generating startup The ability to build upon and lead a crack team of engineers Competitive comp+equity, 401k Health benefits + dependents Unlimited vacation Commuter benefits  If you’re a hands-on VP of Engineering with a background in data-intensive products, please apply today!"
249,Mid-Senior level,Full-time,"Financial Data Engineer – Perm – Durham, NC, $100K p/y - $150k p/yFinancial Data Engineer Skills &  Requirements The end client is unable to  sponsor or transfer visas for this position; all parties authorized to work in  the US without sponsorship are encouraged to apply.Responsibilities: • Develop the data architecture• Support existing data ETL processes• Perform ad-hoc data  requests• Work on the internal website• Interface  with external data vendorsRequirements:• Bachelor's degree in Computer Science or related subject• 5+ years software development experience• Strong  experience with Python and C# (or related language like Java or C++)• Strong experience with relational databases, with a preference to  Microsoft SQL Server• Strong skills in collecting and loading data  on an ad-hoc basis• Basic understanding of financial concepts  (options, futures, financial exchanges, bid vs ask price, quotes vs trades,  etc)• Experience with high volume time series data (e.g. tick  data)• Experience with NoSQL databases, like Elasticsearch and  Redis• Experience with Python data tools, like Numpy and pandas• Experience with MVC 5 & ASP.NET• Experience with  streaming technologies, like Apache Kafka• Experience with compute  clusters, like SlurmWhy Hays?You will be working with a professional  recruiter who has intimate knowledge of the Information Technology industry and  market trends . Your Hays recruiter will lead you through a thorough screening  process in order to understand your skills, experience, needs, and drivers. You  will also get support on resume writing, interview tips, and career planning, so  when there’s a position you really want, you’re fully prepared to get it.  Additionally, if the position is a consulting role, Hays offers you the  opportunity to enroll in full medical, dental or vision benefits.• Medical • Dental • Vision • 401K • Life Insurance ($20,000  benefit)Nervous about an upcoming  interview? Unsure how to write a new resume?Visit the Hays Career Advice section to learn top tips to help you  stand out from the crowd when job hunting. Hays is an Equal Opportunity Employer.Drug testing may be required; please contact a recruiter for more  information."
250,Mid-Senior level,Full-time,"Unfortunately, at this time, sponsorship is not available.    Our client, a local fast-growing company who is committed to delivering independent, reliable, and insightful data solutions to clients nationwide, is seeking to add a Data Engineer to their team. This person should have passion for building and maintaining a scalable and secure big data platform.  This position will be responsible for loading, processing, and analyzing pour client’s Claims Data Manager (CDM) data warehouse. The successful candidate will become proficient in Advanced SQL, API, big data pipelines using Java, web development using Ruby and React, and other tools employed by our client in order to effectively troubleshoot problem areas and implement new features and recommendations. The position will develop, through research, training, and mentoring, a strong understanding of the data being processed along with underlying data structures and processes to provide effective quality assurance and operating support of our client’s data management systems and data. Responsibilities for the position are split among systems analysis, development, devops, quality assurance engineering and production support.  Essential Functions Owns the design, development and support of optimal data pipelines Develops code and automated tests to implement new features and resolve system issues Builds processes supporting data loading, data transformation, metadata, dependency and workload management Ensure performance of code meets non-functional requirements Writes and runs database scripts to understand system behaviors and data anomalies Troubleshoots and triages system and data issues and creates thoroughly documented trouble tickets Qualifications A bachelor’s degree or higher in computer science or related field Excellent organizational, interpersonal and time management skills Excellent written and verbal communication skills Ability to effectively work within and across teams Experience coding data pipeline programs and working with complex database structures Strong analytical skills related to working with structured and unstructured datasets Ability and willingness to quickly learn new technologies Experience with SQL, Java, API, and web development preferred Experience with AWS or other cloud services: EC2, Hadoop, Spark, RDS, Redshift preferred"
251,Internship,Full-time,"MissionSaturn Cloud helps companies perform data science at a new level of scale, with one-click solutions, to solve the world’s hardest problems. Our product is a SaaS platform which equips data science teams with high-leverage automation tools, eliminating hours of traditional, manual work. The platform is user-friendly, scalable and secure.You will be a Data Scientist (internship position) for Saturn Cloud, an exciting new venture founded by the creators of Anaconda, NumPy, and SciPy. The role is features participating in all product activities from inception to delivery, including engaging in discussion with Fortune 1000 customers to understand their needs, working with engineering to build insights, and coordinating with various internal stakeholders to ensure success.ResponsibilitiesWork on high-visibility projects (e.g. price optimization, content marketing, and demand forecasting)Participate in customer engagement, product definition, success metrics, prioritize features, to deliver a polished market-ready productConduct end-to-end analysis that includes data gathering and requirements specification, processing, analysis, and effectively communicate findings and provide key insights/recommendations to various functional leadsOwn cross-functional interactions for your features (across eng/marketing/field/sales)RequirementsDegree or currently pursuing degree in a quantitative discipline (e.g. Operations Research, Statistics, Economics)Proficient knowledge of R or Python, SQLComfortable with quantitative analysis, statistical techniques, data miningGood communicator (written & visual presentation)Strong interpersonal skills and ability to influence othersGreat team playerBenefitsCompetitive salary commensurate with your growing experienceOpportunity for stock options in early-stage venture poised for scaleMedical, dental, vision coverageAwesome coworkersAbout UsOur mission is to transform the businesses of our customers by making data science faster. Founded by the creators of Anaconda, NumPy and SciPy, Saturn provides a powerful data science platform for teams to build and manage data products. Our clients boast accelerated value creation cycles with Saturn by automating key elements of their analytics workflows and reaching new levels of productivity. We make data scientists happier and their businesses more successful. For more information, visit www.saturncloud.io"
252,Mid-Senior level,Full-time,"Entytle’s cloud-based software creates highly qualified opportunities for the aftermarket business, driving top-line growth, improved sales cycle time and predictable revenue. With Entytle, aftermarket sales teams have actionable and timely insights into customers’ needs and can close more sales in less time.How? Our Aftermarket Engagement Platform aggregates and enriches customer data, analyzes customer history and behavior using sophisticated machine learning and statistical analysis, and surfaces actionable customer insights to drive aftermarket revenue growth.Entytle is a 2016 Red Herring - North America Top 100 Company. The company has funding from Accel Partners, is based in Austin, TX and is hiring awesome, entrepreneurial employees to join the rapidly growing team.MissionLead the data science team in delivering innovative but pragmatic solutions to help our customers drive aftermarket salesOutcomesWork collaboratively with Entytle stakeholders to identify key questions that need to be addressed and then leverage the data science team to deliver required capabilitiesDesign, architect and deliver a well-structured data science platform for research and execution of data and analytics projectsCreate and maintain an efficient and effective Data Science TeamPosition DescriptionThe position reports to the VP of Analytics. You will lead the vision, design and development of Entytle’s data science solutions. You will work with other data scientists, engineers and product managers leading the development of innovative data science models (e.g. AI, ML) in support of our installed base sales automation application. Your communication skills will allow you to work closely with our manufacturing-based customers. You will use your agile experience to work with our geographically dispersed teams.ResponsibilitiesMeet with external customers and experts to understand business challenges and propose new modeling and algorithmic solutions that leverage the latest in statistical and machine learning techniques.Study data sources and find insights/correlation to investigate how data science can be used to solve existing and new business challenges.Apply statistical analysis and modeling techniques on small and large datasets to solve specific business problems in the installed base sales automation domain.Provide strategic leadership in selection of platform, tools, techniques and processes in the practice of Data Science discipline.Work collaboratively with your data science team, engineers, developers and product management to translate business requirements into technical requirements that can be addressed with statistical and machine learning techniques.Provide mentorship to other Data Scientists on your team.Own and drive contemporary best practices in applying and deploying data science at scale.CompetenciesStrong sense of and an ability to cultivate an environment of teamwork, and a willingness to help others.Ability to effectively communicate technical concepts to both technical and non-technical staff members and customers.Proficiency in data analysis and programming languages such as SQL, Python, and R.4-8 years hands-on experience in machine learning, statistics or experiment design.Master’s Degree required (PhD would be a plus) in Statistics, Mathematics, Econometrics, Operations Research, Computer Science, Physics or a related field with focus on data analysis.Expertise in machine learning, statistics, data analysis. Must have an excellent knowledge of advanced methods, and experience in applying those methods to a variety of problems.Solid grasp of probability, statistical or mathematical modeling with analytical and quantitative problem-solving ability. Experience with time-series analysis would be a plus.Demonstrated experience in applying machine learning to real-world problemsMust have delivered data science components as part of a commercial solution at scale.Familiarity with software development cycles, source control systems (including Git), databases, and cloud computing platforms such as AWS.Knowledge of large equipment manufacturing, installed base sales, recurring revenue, and equipment service would be a plus."
253,Entry level,Full-time,"Are you a person who loves data and who wants the opportunity to make a significant contribution and to stretch and grow your skills while working with a group of talented and driven co-workers? If so, then we want to talk to you.THE COMPANYBecker Media is a rapidly growing Oakland, CA-based agency specializing in lead generation for education clients. Founded in 1990, the business is rapidly growing our digital clients. We plan to continue our strong growth and build a company that makes a positive impact by delivering outstanding service to our clients, and by providing an environment for employees to grow and excel at every level.We are an open book management company and the ideal candidate will help contribute to our positive team culture and share our values: outstanding service to our customers, partners and each other; respect; integrity; embrace learning, growth and change; personal responsibility and accountability; and work hard and have fun.THE POSITIONThis is an extremely dynamic position and a great opportunity for someone with some limited experience in marketing analytics to build their skills and their career. The Data Science Specialist will report to the Director of our Digital practice and receive mentoring while working closely with the entire Marketing team.We'd love to talk with you if: • You possess a singular drive to succeed with little supervision, will take pride in helping a company succeed and grow, and will become a valued member of an evolving marketing team• You're the kind of person who steps outside of their list of given assignments to figure out how you can further impact the business.• You love your job and are a fun teammate.Perks of the job are awesome. You'll work with fun people who will be personally invested in the growth of your career. Our job is demanding so a good sense of humor is a huge plus.Specifically, the Data Science Specialist role will be responsible for the following:• Helping identify actionable insights into marketing campaign performance drivers• Building out dynamic dashboards data visualizations for both internal company and client-facing• Building attribution models• Predictive models related to lead outcomes• Assisting to manage and maintain lead database informationQUALITIES & QUALIFICATIONSThe successful candidate will possess the following skills and attributes:• B.S. or B.A. is required. B.S./B.A. in Marketing or a Math related field is preferred.• Multi-tasker extraordinaire; able to handle multiple projects without missing deadlines.• Strong analytical mindset; enjoy finding the ""why"" behind the numbers.• Strong written and verbal communications skills.• Demonstrated fluency with R• Demonstrated fluency with Excel• Familiar with data visualization products such as Tableau, Data Studio, or others• Comfortable with SQL• Strong work ethic, with an eye toward how you can help the business succeed in everything you do.• Self-directed and enjoys taking initiative.• We work hard and you work hard. You're excited about this because you know that you're getting twice as much experience as many of your peers.• Drive. Lots of it. You want to run the world one day, and that impresses us. If you're hungry, then this could be the career for you.• Possesses the interpersonal skills needed to work effectively throughout the organization as well as with partners and vendors.• Possesses the energy, ambition, as well as the desire to succeed and learn that are needed in a growing entrepreneurial environment.• Enjoys working hard and having fun, coupled with a good sense of humor.You're probably near the top of the list if you have a few of the following :• 12 + months' online marketing analytics experience in a fast-paced environment• Experience with BI platforms such as Tableau, Data Studio, or others• Experience using R• Experience with SQL databasesMEASURES OF SUCCESSWithin the first twelve months, the Data Science Specialist will have accomplished the following:• Proved to be a valuable addition to the Becker Media team by working effectively internally and externally while delivering a quality product.• Taken ownership of our dynamic dashboards and helped develop additional reporting assets• Be well regarded internally for providing great marketing assistance and a great eye for details, ensuring that reporting and analyses are correct and on point.We look forward to hearing from you!Local Candidates Only"
254,Internship,Internship,"Organization Description AutoGrid?s mission is to organize the exponentially increasing amount of energy data produced from a networked and automated grid and make it useful and actionable for electricity generators and providers, grid operators, and electricity users. With deployments of smart meters, distributed generation, and other building and grid sensing technologies now reaching critical mass, all participants in the electricity supply chain find themselves having to process and analyze thousands of times more data than they?ve had before. Most organizations that produce or consume electricity have yet to take advantage of this information to improve their decision-making processes and lower their costs. AutoGrid enables Utilities, Electricity Service Providers, Grid Operators, DR Aggregators, and End-Users to precisely forecast, monitor and control power consumption securely and in real-time, maximizing the value of existing assets with Software Defined Power Plants. Job Description AutoGrid is seeking Data Science Interns for Summer 2018. We are a rapidly growing company with significant market traction and a large pipeline of diverse opportunities. As such the role will be dynamic and varied, requiring a versatile self-starter willing to dive in to multiple initiatives. Over 10 weeks the intern can expect to become deeply involved in implementing user features and analytics models that will run in production. Our goal is to give the intern exposure to a range of data science techniques and current big data technologies, through the experience of applying them to the energy industry. This role will provide an excellent opportunity to implement features that run in production, at scale. Qualifications Experience in one or more of the following: PythonStream processing frameworksSQLBig Data analyticsAlgorithms in machine learning and econometrics: eg. random forest, SVR, ARIMAExperience in energy and electric utilities is a plus"
255,Internship,Full-time,"JMA is currently seeking a Data Scientist Intern to join the Business Analytics Team in our San Francisco office. Our team is tasked with absorbing millions of rows of data from various of sources, organizing them, visualizing them, and analyzing them to help inform decision-making and investment strategies. You will be tasked with transforming complex and not always structured data sets into actionable insight for our acquisitions team. We want you to use that intuition you’ve developed (both in business and real life) to use the data we have on hand to find opportunities for growth and to develop insights that help the organization meet its investment goals, improve its performance, and positively impact the bottom line in the real estate market.Once you’re here, you’ll help engineer, analyze, and report on data to improve and streamline the due diligence process. Your work will provide digestible insights for acquisition leaders and JMA executives.What You Will DoBuild price prediction models for property value growthBuild cost prediction models for real estate developmentCollaborate with acquisitions and asset management teams to integrate your model outputsAs an early member, help set the culture, processes and tools of the data science teamWhat We Are Looking ForEducation and Prior ExperienceBS/BA required. Enrolled in a graduate program of study as a full-time studentExperience through thesis research, internships, or work experience in a science, technology, engineering or mathematics (STEM) related field, such as:Computational social scienceComputer scienceData analyticsEconomicsEngineeringGeospatial analysisMathematicsOperations researchPhysicsQuantitative financeStatisticsPrevious experience in quantitative fields including predictive modeling, statistics, financeSome experience in real estate is preferred, but not necessaryTechnical SkillsStrong quantitative, analytical, and problem-solving skillsStrong proficiency in Microsoft Excel, database management, VBA, AWS, SQLStrong proficiency in R or PythonFamiliar with GIS software and location-based data setsPersonal SkillsAbility to think and act independently to assess and prioritize new opportunities and present findings to acquisition and senior management teamsDemonstrated ability to lead and complete predictive modeling and data science related projectsSelf-starter and strong work ethic with willingness to work in a demanding, highly focused, and collaborative environmentPragmatic and gets things doneRequired EducationMaster’s educationRequired ExperienceMachine Learning, Statistics, Predictive Modeling: 1 yearWho We AreJMA is a full-service investment and development firm focusing on real estate and leisure-lifestyle assets. We work on every project scope from concept and entitlement through completion and operation. Our portfolio includes landmark properties that span hospitality, resort, destination, residential, retail, office and commercial developments. We believe their success is founded on our team’s keen understanding of the user experience and a deep knowledge of trends, tastes and desires that drive the creation of truly unique places. As a company and as members of the communities we build in, we have a firm commitment to sustainability and a responsibility to better the neighborhoods we work in – both environmentally and economically."
256,Internship,Full-time,"Worker Sub-TypeStudent (Fixed Term)Job DescriptionTHE POSITIONCylance is seeking Data Science interns who will work with machine learning at the heart of its products during the Summer of 2019. Prior experience in security is a plus, but not necessary; the right candidate will be able to gain domain expertise during the internship, surrounded by some of the computer security industry’s leading minds.At Cylance, we develop state-of-the-art machine learning techniques to solve long-standing problems in computer security. We discover novel ML techniques and applications, build systems to handle petabytes of ludicrously high dimensional data, and protect people from bad guys. We protect millions of computers from security threats, and as an intern here, you’ll do real, meaningful research. Previous interns have seen their work directly impact our products, have published papers based on their research at Cylance, or have been inventor on a patent application related to their work.The Data Science team is a critical, highly visible, and high-impact team within the company. The team brings together experts from machine learning, stats, computer science, computer security, and various applied sciences, with backgrounds including deep learning, Bayesian statistics, time-series modeling, topology, scalable data processing, and software engineering.What You Will DoApply, improve, and invent machine learning techniques to solve important problems in computer securityWrite maintainable, readable code for running experiments and proofs-of-conceptsWork with very large datasets, often with millions of dimensionsCollaborate closely with other data scientists and security expertsWho We Are Looking ForCurrent PhD and Master’s students studying machine learning, statistics, or related fields; PhD students are strongly preferredStrong math skills in general, especially linear algebra and statisticsExperience with PythonExcellent communication skills, clearly conveying ideas to others in speech and in writingKindness, and a deep willingness to help and collaborate with othersABOVE AND BEYONDIndustry experienceExperience working with the following:Python, and libraries like sklearn, numpy, scipy, pytorch, and tensorflow.Various other languages, including Scala, C/C++, C#, Java, and x86 assembly.GitSparkVarious AWS services, like EC2 and S3What We Need From You To ApplyCurrent resumeCover letter/summary expressing:Why you are interested in working at CylanceThe skills, strengths and expertise you will contribute to our diverse team of extraordinary talent and humble heartsJob Family Group NameBusiness Practices & OperationsScheduled Weekly Hours40"
257,Not Applicable,Full-time,"Job DescriptionNovelis manufacturing processes produce the operational run-time data for each coil across 15+ machine centers in various plant throughout the globe. To standardize Machine Learning models across various plants, we plan to build a Data Science platform with common set of libraries of routines. We also plan to build a common library of features used in our models allowing faster go-to-market of the new models.The Data Science Intern will help develop routines using Object Oriented Python classes and methods. Key Learnings  The Data Science Intern will learn the existing models developed by the Digital group and will help standardize those using Pipelines.  The Data Science Intern will learn/understand the manufacturing process and understand common data manipulation tasks.  The Data Science Intern will understand software development lifecycle and work in a professional environment.  The Data Science Intern may help develop a library containing all the features currently engineered. Qualifications Either have completed Masters in Software Engineering/Data Science or currently enrolled in a program  A proficient understanding of Python based Object Oriented Programming  Experience with software and model engineering concepts such as versioning, model deployment and model retraining etc.  Hands on experience with such Python libraries as Scikit-Learn, Unittest and Pytest, Flask and MLFlow  Understanding of git workflow and CI/CD.  Experience in Collaborative and Iterative Development  Desire for continuous development and learning opportunities  Strong analytical, organizational, presentation, and time management skills Minimum Experience LevelReport toScientist"
258,Internship,Internship,"Facility: Butterworth Hospital - GRAND RAPIDS, MIDepartment: Bioinformatics CoreCategory: OtherClassification: Temporary Full-time or Part-time no Benefits (C2)Working as embedded technical expert as part of an integrated cross-functional team, the Data Sciences Intern will help to develop and maintains database solutions for research. Performs support tasks for department, as directed, and maintains clear and appropriate documentation. Acts as a team member and assists the team in improving processes.Basic Qualifications:Qualifications: Currently enrolled in a Master’s degree in a data science or a related field.*Preferred Qualifications: *Skills: Familiarity with relational database management (preferred)Experienced data handling skills with SQL, R, or Python (preferred)Familiarity with data visualization tools such as Tableau or R/Shiny (preferred)Spectrum Health grants equal employment opportunity to all qualified persons without regard to race, color, national origin, sex, disability, age, religion, genetic information, marital status, height, weight, sexual orientation, veteran status, or any other legally protected category."
259,Entry level,Full-time,"SummaryThe Data Science Specialist will be part of a data science or cross-disciplinary team on development projects, typically involving large, complex data sets. This team includes statisticians, computer scientists, software developers, engineers, product managers, technicians and end users, working in concert with partners in Makino business units. Potential application areas include collected data analysis and diagnostics across multiple metal cutting machine platforms.Essential Duties And Responsibilities Develop analytics within well-defined projects to address customer needs and opportunities. Work alongside software developers and software engineers to translate algorithms into commercially viable products and services. Contribute to technical discussions and reviews as an expert in related areas of responsibility. Maintain state-of-the-art knowledge in related areas of responsibility. Communicate ideas, plans and results effectively via presentations and written reports. Generate reports, annotated code, and other projects artifacts to document, archive, and communicate your work and outcomes. Work with data engineers on data quality assessment, data cleansing and data analytics. Work effectively with peers, management, operations groups, and outside organizations. Work in technical teams in development, deployment, and application of applied analytics, predictive analytics, and prescriptive analytics. Perform exploratory and targeted data analyses using descriptive statistics and other methods. Share and discuss findings with team members. Physical Demands: The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. The physical demands include travel, typing, writing, light lifting, etc. More than 40 hours per week is often required to effectively perform this job including infrequent weekend travel/working requirements.Work Environment: Most of the work will be in an office environment with occasional overnight travel to other Makino facilities or manufacturing environments containing Makino equipment. Overnight travel is expected to be less than 20%.Required SkillsEducation and/or Experience: Master’s Degree in Electrical, Mechanical, Mathematics, Aerospace Engineering or Computer Science with demonstrated research capability or equivalent experience. Demonstrated skill in the use of one or more analytic software tools or languages (e.g., SAS, SPSS, R, Python, Matlab)  Strong background in diagnosis, prognosis and control systems analysis and synthesis. Background/familiarity/experience with metal cutting technologies Experience with multiple statistical programming languages such as Python, R, SAS etc. Database query programs (SQL, Experience with Pivotal, Postgres) Experience with Github Basic understanding of statistics and predictive algorithms. Background in Multivariate Calculus and Machine Learning. Experience with Data visualization and communication. Domain knowledge in Compute, Database, Network, and Storage Experience in IT Service Management environments. Strong background in diagnosis, prognosis and fault-tolerant control systems analysis and synthesis. Strong background in system diagnosis and prognosis algorithms development and integration. Effective verbal and written communication skills. Excellent interpersonal skills to work effectively with Makino internal and external customers."
260,Internship,Internship,"At Carta, we design products that transform the way hospitals use data to deliver care. We make analyzing data fast, easy, and useful for everyone. We're looking for Data Scientists skilled at rapid iteration and excited about solving problems that can save lives. This is a startup role, where we will ask you to wear many hats and solve many different types of problems.Best of all, when we say Data Science Internship, we mean Data Science internship--no grunt work, no code cleanup, no bug fixes. Like kaggle, you'll be solving incredibly interesting Data Science puzzles but, unlike kaggle, every puzzle you solve will measurably help save people's lives and save our healthcare system. We'll give you a unique experience to see how far you can push your Data Science skills that you won't be able to find anywhere else.You love solving complex engineering problems, by creating beautiful, and well-tested algorithms. You're a positive individual who leads by example, drives conceptual thinking, and brings a curiosity and experimental approach to solving engineering challenges. You enjoy building new features and writing elegant code. If this describes you--you belong at Carta.We have open positions in Fall and Winter and we will be reaching out to you in July regarding this role.Excited to talk to you!"
261,Internship,Internship,"Position: Data Scientist Intern – March, 2019, Payformance Solutions (hourly position)  Office: Chicago, IL Why We’re Excited To Get To WorkThe mission for Payformance Solutions is simple. We aim to be a catalyst for payment transformation in the healthcare industry. Our proprietary software solutions allow payers and providers to focus on what really matters: providing patients with access to care that yields the best health outcomes, at the lowest costs.The healthcare industry is complex and fragmented. Payers and providers are faced with a lack of transparency and conflicting financial goals that fail to consider the health outcomes of patients. We help stakeholders plan, negotiate, operate and optimize value-based reimbursement programs by leveraging our industry-leading research and technology to develop alternative payment strategies. Our comprehensive, full-service approach ensures that your organization’s transition to value-based care accelerates smoothly with speed and flexibility while improving the quality of care.What We Are Looking ForOur team is currently looking for a data science intern to join our team. This position will help support our data analytics needs. As a data science intern, you will utilize a diverse array of technologies and tools as needed to deliver insights, such as Python, SQL, Jupyter, D3.js, and other related software. You will be a contributor to the team, tasked with developing analytics models and algorithm solutions.What You ’ Ll Do Assist with data / business analytics needs  Utilize a diverse array of technologies and tools to deliver insights: Python, R, Jupyter, Spark, Hadoop, and AWS Athena  Analyze and model structured data, and implement algorithms to support analysis using advanced statistical and mathematical methods from statistics, machine learning, data mining, econometrics, and operations research  Work with developers and engineers to spec out database models and determine implementation of algorithms  Model building and testing  Perform analysis using big data sources that provide insight and value  Assist in creating reports and provide timely analysis What You’ll Bring To The Table Currently enrolled in a Masters or PhD degree program from an accredited college/ university in quantitative fields (e.g., Computer Science, Engineering, Statistics, Economics, Data Analytics, or related field)  Proficiency with Python, SQL, and R  Knowledge of, or willingness and aptitude to learn, healthcare and claims data  Knowledge of building time series, spatial, or financial forecasting models for prediction  Strong mathematical background with strong knowledge in at least one of the following fields: statistics, data mining, machine learning, statistics, operations research, econometrics, natural language processing, and/or information retrieval  Experience in extracting, cleaning, preparing and modeling data  Knowledge of data analytics methodologies, including distribution testing, data cleaning and transformation  Knowledge of data visualizations, including sequence plots, histograms, heat maps, and box plots  Excellent interpersonal and communication skills  Excellent quantitative skills and programming skills  Experience working with large data sets  Experience working with presentation software, such as D3, Tableau, and MS PowerPoint  Demonstrated ability to work independently and in teams  Demonstrated ability to complete work on time Not To Boast, But a Little Bit About UsPayformance Solutions is a health-tech company dedicated to advancing payment transformation in the healthcare industry. We are a wholly owned subsidiary of Altarum Institute, a nonprofit systems research and consulting organization that has been servicing government and private sector clients since 1946.Altarum Institute (Altarum) is a nonprofit organization headquartered in Ann Arbor, Michigan. Altarum serves the public good by solving complex systems problems to improve human health. Altarum creates and implements solutions to advance health among vulnerable and publicly-insured populations. Public sector clients include the U.S. Department of Defense, Department of Health and Human Services, Department of Agriculture, Department of Veterans Affairs, the Occupational Safety and Health Administration, and various state agencies nationwide. Altarum also serves clients in the philanthropic and private sectors. Areas of expertise include health data and analytics; value-based care; public health systems design, development and information exchange; behavioral health and substance use disorders; childhood and adolescent health; medical education; food and nutrition; consumer engagement; elder care; health disparities and equity; and military and veterans’ health.At Payformance, we don’t just accept difference - we celebrate, support, and thrive on it for the benefit of our employees, our clients, and our community. Payformance Solutions is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to, among other things, race, color, religion, sex, sexual orientation, gender identity, national origin, age, marital status, status as a protected veteran, or disability.To all recruitment agencies: Payformance does not accept agency resumes, we are not responsible for any fees related to unsolicited resumes."
