,Level,Type_of_Job,Description
364,Internship,Internship,"Job DescriptionIn this role, you will be working in an interdisciplinary environment and will obtain invaluable transferable skills. Moreover, you will have a chance to highly impact the company success. Being aware of various sources of biases in the data and critical thinking skills are essential for interpreting data. We also want to see a passion for machine-learning and research. At least 6 month commitment is preferred.Responsibilities Automate data collection processes Undertake preprocessing of structured and unstructured data Report potential biases in the original source and the preprocessing approach Present information using data visualization techniques Collaborate with machine learning, experimental discovery, and clinical development teams."
365,Entry level,Full-time,"Machine learning data science Work Location Reporting Address Sunnyvale, CA 94085 Client Name Apple Inc Vendor Rate 65.00 Contract duration 3 Months Must Have Skills Data Science Machine learning Python Detailed Job Description Data Scientist with Machine learning and Deep learning skills. Experience in Python and R language. Minimum years of experience 5+ Certifications Needed No Top 3 responsibilities you would expect the Subcon to shoulder and execute Data Analysis Machine learning tools dev Client interfacing"
366,Associate,Full-time,"Job DescriptionØptimus Consulting, a data science and software company, is seeking a data science fellow in the Washington, DC area. Fellows with the Data Science & Predictive Analytics team will participate in all aspects of work at Øptimus. In an environment where ""long-term"" projects last one or two weeks, no two days are the same. You'll work on multiple projects: writing call scripts that are used in hundreds of thousands of calls, streamlining our current workflow, sitting in on meetings to offer your valuable insight, and creating statistical models to meet the needs of our clients, just to name a few. We'll match what you're good at with what you enjoy and what we need.Fellowships are intended for recent college graduates or those with graduate degrees looking to transition into data science. The fellowship is a twelve-month full-time position with an opportunity for a permanent job offer upon completion.Qualifications Must have a college degree in a STEM or social science field, or equivalent real-world experience. At least one course in statistics is required. Having courses or experience in machine learning, data mining, regression, generalized linear models, experimental design, and/or GIS is especially desired. A Masters or Doctorate Degree is a plus but not necessary. Must be able to learn quickly and juggle multiple projects with moving deadlines. Must have strong analytical skills. Must have killer Excel skills and be incredibly competent in Word and PowerPoint. Must have experience in R or Python. Experience with Tableau is a plus. A passion or knowledge for politics is preferred but not necessary. Experience with political campaigns, commercial operations, or similar efforts can be very helpful. Experience with computer programming is a plus. CompensationFellows with Øptimus are salaried W2 employees and have benefits, including health insurance, dental and vision insurance, transportation reimbursement, and cell phone reimbursement.CompanyØptimus Consulting is a family of statisticians, graphic designers, data scientists, programmers, social media marketing analysts, and recovering politicos. Since its founding in 2013, 0ptimus has been at the forefront of developing innovative data and analytics software platforms. 0ptimus has designed and delivered data-driven strategies for leading political campaigns, Fortune 500 companies, and non-profits around the globe.We handle a wide variety of projects and use many different technologies and programs to meet our clients' needs, so our culture here is one of constant learning and curiosity, while doing things the right way. We boast a two-floor office near the yellow and blue Metro lines, no cubicles, a nacho cheese machine, and kegerator. If you live by the ""work hard, play hard"" philosophy, then you'll be a great fit with the Øptimus team.vumS6HpHpp"
367,Mid-Senior level,Full-time,"Why VacasaWe started with just one home and an idea: to bring homeowners and renters together with smart technology and caring local teams. Today, we’re the largest full-service vacation rental company in the US. Today, we’re one of the fastest-growing vacation rental companies in the world—thanks to the people who give us their best every day. You’ll fit right in here if you’re curious, entrepreneurial, and thrive in a rapid-growth environment.What We’re Looking ForWe are seeking a leader who is passionate about building a world class Data Science team in order to achieve Vacasa’s goal of providing a fantastic home base for any vacation. In addition to solving problems and removing roadblocks for your team, you’ll help define the vision, tools, and processes that help us take on challenges like: Determining the potential rental value of any vacation rental home, and how to increase that potential Pricing each of our unique units in real time given global market conditions to ensure we have homes available for potential guests while maximizing owner revenue Optimally scheduling home cleaning while giving our employees scheduling certainty Matching each guest’s expectations with a tailored experience  What You’ll Do Manage and guide the careers of our growing Data Science team Represent their work to the executive team and the rest of the organization Guide the team’s research, discovery, and implementation Stay curious about the field of Data Science, operate with empathy towards others, drive innovation, and remain accountable to yourself & team Keep your tech skills (Python, R, Stata, Big Data, etc.) sharp by contributing to our code Skills You’ll Need Experience managing folks working on data science projects Inquisitivity about statistics, systems engineering, algorithms, economics, operations research and related fields Advanced proficiency with Git/GitHub, Python, SQL, cloud computing, and machine learning Bonus Points Stellar listening and communication skills A Master’s or PhD with coursework focused on building data models You have intriguing stories to tell about your work applying the right statistical techniques to the right circumstances, have lead folks in applying those techniques for a multitude of situations, and the prospect of more work in this arena genuinely excites you What You’ll Get Health/dental/vision insurance—100% coverage option 401K retirement savings plan with up to a 6% company match Vacation time Paid sick leave and holidays Career advancement opportunities Employee discounts All the equipment you’ll need to be successful Great colleagues and culture"
368,Mid-Senior level,Full-time,"Shipt is a membership-based marketplace that helps people get the things they need. Our friendly shoppers handpick fresh groceries and household essentials and deliver them to members in as soon as one hour.What Does Data Science Do at Shipt?At Shipt, we work at the intersection of a multi-sided marketplace and we’re looking for help understanding data collected across this complex marketplace, optimizing existing processes, and making predictions to help improve the product and experience.Our team tackles a wide variety of projects, ranging from developing sophisticated predictive and machine learning models, conducting ad-hoc research, working with engineers on service development and deployments, and presenting results to functional teams. Our ideal candidate will be data-driven, intellectually curious, and a clear communicator.Your Days Will Look Like… leading and developing a highly skilled team of data scientists and analysts … providing technical guidance and implementation details for the team as they work through projects big and small… collaborating with partners across product, engineering, and operations to accomplish business goals… leading and prioritizing exploratory work to uncover new opportunities… working with leaders to build data-informed strategies and roadmapsYou may be a fit for this role if you:… are a strong data scientist with 4+ years of experience… have 1+ years managing data scientists or 1+ years as a Tech Lead… have expertise solving complex and highly impactful quantitative problems with at least one scripting language (Python or R - we use both) and SQL… enjoy mentoring data scientists through their projects and careers… don’t mind getting hands on with challenging technical problems across a broad spectrum of data science problems, encompassing NLP, search, operations research, and semi-supervised learning problemsYou'll Get Bonus Points For... experience with batch and streaming data frameworks... work around on-demand or multi-sided marketplace problemsHere are some projects that the team is actively working on:Improving search rankings and relevancy through engagement metrics, inferred popularity, named entity recognition, and a number of other techniquesImproved order offering and the logistical component of deliveries through order batchingNLP on free text to pull out specific product information and product matchesWe are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records."
369,Entry level,Full-time,"Qualifications Minimum of MS, Phd Strongly Preffered, in Statistics, or related quantitive discipline Minimum 5 years of experience with phd and 8 Years of experience with MS in relevant areas of Data Science and proven capability in applying Accomplished academic background in health data applications hard evidence of extensive biomedical collaborations and publication record preferred Strong analytical and problem-solving Skills Strong technical Skills Experience in R, python, SQL, Spark, Cloud Services (Azure, AWS) Excellent writing, Communication and Presentation Skills, proficiency in data interpretation, delivering messages with impact to internal and external customers. Intellectual curiosity and agility Ability to work independently as well as collaboratively within a team setting"
370,Entry level,Full-time,"As Ribbon's Data Science Lead, you'll create best practices and grow the data culture. You'll work closely with the leaders across every department to create more teams which are run by data driven insights. You'll have the opportunity to grow and manage the DS function and team.Your Focus Becoming a subject matter expert in sales operations, structured finance and real estate operations. Understand the systems, understand the users, and drive towards identifying core opportunities for the business. Work directly with directors of finance, marketing and sales to create more data driven functions across the business. Prepare technical reports, reviews and analysis of current processes. Participate in backlog grooming, sprint planning, and retrospectives. Responsible for translating high-level business requirements into detailed functional specifications and managing the requests for changes. Establish data driven practices for understanding high level business metrics like CAC and LTV.Your Skills Strong organizational skills, including the ability to successfully manage multiple priorities and projects and consistently meet deadlines in a fast-paced environment. Experience with cloud platforms, ideally AWS. Familiarity with SQL and noSQL datastores like Redshift, Postgres, Elasticsearch and MongoDB. Experience with SQL or other data visualization tools (like R or Python). You have a track record building or scaling data driven organizations."
371,Not Applicable,Full-time,"Minimum Qualifications Bachelor's degree in a quantitative discipline or equivalent practical experience. 4 years of relevant work experience involving quantitative data analysis Experience with statistical software (e.g., R, Python) and database languages (e.g., SQL). Preferred Qualifications Master's degree or higher in a quantitative discipline (e.g., Statistics, Computer Science, Math, Engineering) or equivalent practical experience Strong knowledge and hands-on experience with both supervised and unsupervised learning (e.g. time series forecasting, clustering, classificaiton) and/or Big Data techniques (Spark, Pig, Hive) is a big plus. Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment Effective communication (written and verbal) to translate technical solutions and methodologies to senior leadership About The JobAt Google, data drives all of our decision making. The Finance Business Intelligence and Analytics team combines business acumen, technology and innovation to organize data, enable insights and create a data driven and efficient Finance organization. You will have a unique opportunity to gain perspectives on Google’s core businesses, services and the ecosystems that they operate within.As a Data Science Specialist, you will work on strategic business challenges across multiple business areas (ex. Ads, YouTube, Search, Play, etc.) through the lens of monetization. You will collaborate with data engineers, analysts and PMs to create an end-to-end data solutions to enable our finance partners to make informed decisions, manage risks and opportunities. You will demonstrate statistical and machine learning experience and an understanding of our business models to tackle complex data problems.The name Google came from ""googol,"" a mathematical term for the number 1 followed by 100 zeros. And nobody at Google loves big numbers like the Finance team when providing in depth analysis on all manner of strategic decisions across Google products. From developing forward-thinking analysis to generating management reports to scaling our automated financial processes, the Finance organization is an important partner and advisor to the business.Responsibilities Partner with Finance leadership and their teams to understand business context and identify science solutions. Apply statistical and machine learning methods to solve large scale problems, including the full modeling lifecycle (e.g. data manipulation, building and evaluating models, interpreting results, transitioning solutions to production, performance monitoring, recalibrating models, etc.) Create data visualization to summarize the modeling insights and communicate them to internal team members and business stakeholders Continue to widen and deepen data science and engineering skill sets Coach junior members and share knowledge with the broader team At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form ."
372,Mid-Senior level,Full-time,"H-E-B’s Corporate Planning and Analysis Team develops and maintains budgets and financial systems while providing current, reliable financial data, analysis, and technical information. As Data Science Manager, you will lead the Data Science Team, and participate in all related projects.Once you’re eligible, you’ll become an Owner in the company, so we’re looking for commitment, hard work, and focus on quality and Customer service. “Partner-owned” means our most important resources—People—drive the innovation, growth, and success that makes H-E-B The Greatest Retailing Company.Do You Have aHEART FOR PEOPLE… willingness to mentor and develop others?HEAD FOR BUSINESS… skills to blend mass data-wrangling with business acumen?PASSION FOR RESULTS… ability to generate business-valued questions and data-driven solutions?We Are Looking For 10 years of experience in a retail-related data / decision science role deep knowledge of data science techniquesWhat is the work?Management / Mentoring Manages the Data Science team Participates in all Data Science projects, providing leadership and employing predictive analytics, machine learning, data modeling, etc. Leads and oversees the exploration, development, and delivery of data science solutions to meet business needs Mentors and develops team membersWhat is your background? Graduate degree in statistics, mathematics, engineering, computer science, or a related quantitative field 10+ years of professional experience in a data / decision science role, preferably in retail or other consumer-facing industries Experience / proficiency in statistical programming languages, such as R, SAS, SPSS, etc. Experience / proficiency in one or more of the following scripting languages: Python, Perl, Java, or Ruby Experience / proficiency in relational databases, such as Teradata or Oracle (Teradata preferred), and SQLDo you have what it takes to be a Data Scientist Manager at H-E-B? Deep knowledge of typical data science techniques, such as classification, regression, and optimization Familiarity with machine learning packages like KNIME or RapidMiner Familiarity with Hadoop, distributed file systems, Big Data ecosystems, and BI tools, such as MicroStrategy Advanced presentation, influencing, and solution-selling skills Strong project leadership, time management, and organization skills Personal leadership skills Ability to work comfortably with imperfect / incomplete data and create solutions / best practices to address data issuesAbility to work comfortably in a fast-paced retail environment with frequently shifting priorities Ability to independently build scalable solutions to answer Ability to communicate analytical findings to a variety of audiences, including senior management, and refine such findings into actionable recommendations Initiative; willingness to take risksCan you… Function in a fast-paced, retail, office environment Travel by car or airplane with overnight stays Sit for an extended period of time Work extended hoursDATANL3232 DATASCI3232About H-E-BH-E-B is one of the largest, independently owned food retailers in the nation operating over 400 stores throughout Texas and Mexico, with annual sales generating over $25 billion.Primary LocationUS-TX-San AntonioWork LocationsHeadquarters-ArsenalJobData ScienceOrganizationCorporate RegionShiftStandardJob TypeFull-timeJob PostingAug 15, 2019, 9:52:12 AM"
373,Internship,Internship,"Job DescriptionØptimus Consulting, a data science and software company, is seeking a data science intern in their Washington D.C. area office for the summer term. Interns with the Data Science & Predictive Analytics team will participate in all aspects of work at Øptimus. In an environment where a ""long-term"" project lasts one or two weeks, no two days are the same. You won't be getting coffee. You'll sit in on meetings and work on multiple projects: writing call scripts that are used in hundreds of thousands of calls, streamlining our current workflow, and creating statistical models to meet the needs of our clients, just to name a few. You'll be doing the work that a full-time employee does. We'll match what you're good at with what you enjoy and what we need.Our internships are mostly geared towards those still in school, whether undergraduate or graduate. This job posting is for the fall 2019 period, with flexible starting dates between August or September. We don't guarantee full-time employment after an internship, but we're a growing firm and are always looking for bright, hard-working talent. If you're looking for a full-time job, this is a good first step and puts you ahead of the competition!Qualifications Must be able to learn quickly and juggle multiple projects with moving deadlines. Must have strong analytical skills. Must have at least one course in statistics or equivalent real-world experience. Having courses or experience in machine learning, data mining, regression, generalized linear models, experimental design, and/or GIS is especially desired! Must have killer Excel skills and be incredibly competent in Word, PowerPoint, etc. Must have experience in R or Python - both is a plus! A passion for politics is preferred but not necessary. Experience with computer programming is a plus. Experience with statistical modeling is a plus.CompensationInternships with Øptimus are paid commensurate with professional and academic experience.CompanyØptimus Consulting is a family of statisticians, graphic designers, data scientists, programmers, social media marketing analysts, and recovering politicos. Since its founding in 2013, 0ptimus has been at the forefront of developing innovative data and analytics software platforms. 0ptimus has designed and delivered data-driven strategies for leading political campaigns, Fortune 500 companies, and non-profits around the globe.We handle a wide variety of projects and use many different technologies and programs to meet our clients' needs, so our culture here is one of constant learning and curiosity, while doing things the right way. We boast a two-floor office near the yellow and blue Metro lines, no cubicles, a nacho cheese machine, and kegerator. If you live by the ""work hard, play hard"" philosophy, then you'll be a great fit with the Øptimus team.SDL2019-256"
374,Mid-Senior level,Full-time,"OverviewIntuit is seeking a Data Science Leader to join the Intuit AI Engineering Group in Mountain View, CA.Responsibilities Lead and create a team of data scientists  Mentor and hire the best data scientists in the valley  Applies artificial intelligence and machine learning techniques to solve complex questions or fuel new business opportunities  Delivers breakthrough benefits to Intuit users/customers across small business & consumer products using individual, enriched, and aggregated data  Provides leadership in advanced engineering, data science and analytics in the development of current or future products or technologies  Provides technical leadership across multiple teams, by understanding a key technology space deeply enough to help guide strategy  Provide/inspire data science innovations that fuel the growth of Intuit as a whole  Understands and teaches proven methods and hacking skills in working with divergent data types at scale, to explore and extrapolate data-driven insights using advanced, predictive statistical modelling and testing applied to data acquired and cleansed from a range of sources  Provides to business stakeholders the entrepreneurial guidance essential for appropriately interpreting and building on findings, and fully exploiting the insights revealed through the research You thrive on ambiguity and enjoy the frequent pivoting that's part of the exploration. You are extremely passionate about applying practically Machine Learning to real customer problems, powering the next generation experiences for large scale applications.Qualifications BS, MS, or PhD in an appropriate technology field (Computer Science, Statistics, Applied Math, Econometrics, Operations Research, Physics, etc.)  3 plus years' experience as an established technical leader of data science teams that have successfully delivered data-driven software products.  Innovative and disruptive technology leader solving long term strategic outcomes.  Expert command of AI and machine learning, statistical modelling, state-of-the-art tools, and engineering best practices  Experience in leading teams who have expertise in data mining algorithms and statistical modelling techniques such as clustering, classification, regression, decision trees, neural nets, support vector machines, genetic algorithms, anomaly detection, recommender systems, and natural language processing.  Impeccable attention to detail and strong ability to convert complex data into insights and action plans  Strategic thinker, flexible problem solver, great listener and team orientation  Able to effectively communicate a vision and inspire others to innovate PandoLogic. Keywords: Data Science Manager, Location: Mountain View, CA - 94035"
375,Director,Full-time,"DescriptionWordstream is looking for a Director of Data Science who will help lead an agile team to help Wordstream discover the information hidden in vast amounts of data, to make smarter recommendations. As a Director of Data Science, reporting into the SVP of Engineering, your primary focus will be in leading and building a team while also contributing to the teams goal of applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with WordStream Advisor (our industry leading product). You will own the creation of KPIs and KPMs, define standards on measurement, reporting, and reviewing the metrics to enable WordStream to provide product intelligence. This is a front facing role in the organization, which involves regular communication with company leaders on project status and risks.WordStream is an industry leading software-as-a-service (SaaS) product company voted #1 in customer satisfaction in the search advertising sector. Our purpose is to help SMB’s succeed and grow by helping SMB’s across our country and the world get the most out of their digital marketing dollars. Connected to some of the largest companies in the world, Wordstream is partnered with Google, Bing and Facebook to help our customers market their businesses. WordStream also strives to make a difference in the lives of the people in our community. We are committed to corporate social responsibility and believe that it is our duty to give back through volunteering and charitable donations. If you are driven by taking action, winning together and believe transparency is the only way to be, we want to hear from you!A Little About The Job... Grow and lead a team of Data Scientists Identify, analyze, and interpret trends or patterns in complex data sets Own the analysis, modelling, system design, and development of data science solutions for products Own the data science elements of WordStream products to help with data based decision making, product performance optimization, and product performance tracking Initiate the design, development, and implementation of scientific analysis projects or deliverables Partner with WordStream’s product managers to help drive and evolutionize design of WordStream’s product  Help promote broader analytics initiatives across the organization RequirementsA little about you... 8+ years of practical experience with a BS or MS or PhD in Mathematics, Economics, Computer Science, Information Management or Statistics Must have at least 5+ years of experience in each of the following skills: Writing complex SQL queries Working with large datasets Using a scripting language like Python for data analysis Experience using BI and visualization tools   Excellent understanding of machine learning techniques and algorithms, such as Logistic Regression, Linear Regression, k-NN, Naive Bayes, SVM, Random Forest, etc. Experience with TensorFlow a plus Proven ability to perform statistical analysis and experience with tools such as SAS, R, or equivalent Experience with cloud computing services like AWS Ability to collaborate effectively and work as part of a team Cross-team coordination, project management, and executive presentation skills are essential BenefitsA little about our many benefits... Health Care Plan (Medical, Dental & Vision) Health Savings Account (HSA) & Flexible Spending Accounts (FSA) 401k Retirement Savings Plan & Company Match Life Insurance (Basic, Voluntary & AD&D) Unlimited PTO (Trust and accountability-based) Parental Leave (PPL), Family Medical Leave (FML), and Adoption Assistance Short Term & Long Term Disability (STD, LTD) Pet Insurance, Accident Insurance,and Critical Illness Insurance Donation Matching and Volunteer Matching Tuition Assistance Program Employee Assistance Program (EAP) Employee Discounts: Auto Insurance, Student Loan Consolidation Options, Cell Phone Carriers, Vacations, and Restaurants Legal and Identity Theft Protection Plans Wellbeing & Wellness (Gym membership discounts, online wellness program membership) Monthly company breakfasts Standing desks, cold brew on tap, company-sponsored community events, and an A+ office setup A Little About WordStream And Our Market Space...Located in the heart of Boston’s Back Bay, our open workspace lends itself to cross-departmental collaboration (and a fair bit of fun, too). The high-energy, innovative environment has helped us develop a suite of cloud-based tools--which enable ad management and optimization across Google search, shopping, and display; Facebook; Instagram; and Bing--capable of meeting the changing needs of our customers.Boston Business Journal, MITX, Inc. Magazine, and countless other organizations--both regional and national--have recognized WordStream as one of the country’s fastest growing companies and an exceptional place to work: And we’re just getting started.Interested in contributing to industry-shaping innovation, enjoying a positive workspace, earning competitive pay, and advancing your career? Become part of the WordStream team today!WordStream is committed to a diverse and inclusive workplace. We will consider all qualified candidates regardless of race, color, national origin, sex, age, marital status, personal appearance, sexual orientation, gender identity, family responsibilities, disability, education, political affiliation or veteran status."
376,Mid-Senior level,Full-time,"Entytle’s cloud-based software creates highly qualified opportunities for the aftermarket business, driving top-line growth, improved sales cycle time and predictable revenue. With Entytle, aftermarket sales teams have actionable and timely insights into customers’ needs and can close more sales in less time.How? Our Aftermarket Engagement Platform aggregates and enriches customer data, analyzes customer history and behavior using sophisticated machine learning and statistical analysis, and surfaces actionable customer insights to drive aftermarket revenue growth.Entytle is a 2016 Red Herring - North America Top 100 Company. The company has funding from Accel Partners, is based in Austin, TX and is hiring awesome, entrepreneurial employees to join the rapidly growing team.MissionLead the data science team in delivering innovative but pragmatic solutions to help our customers drive aftermarket salesOutcomesWork collaboratively with Entytle stakeholders to identify key questions that need to be addressed and then leverage the data science team to deliver required capabilitiesDesign, architect and deliver a well-structured data science platform for research and execution of data and analytics projectsCreate and maintain an efficient and effective Data Science TeamPosition DescriptionThe position reports to the VP of Analytics. You will lead the vision, design and development of Entytle’s data science solutions. You will work with other data scientists, engineers and product managers leading the development of innovative data science models (e.g. AI, ML) in support of our installed base sales automation application. Your communication skills will allow you to work closely with our manufacturing-based customers. You will use your agile experience to work with our geographically dispersed teams.ResponsibilitiesMeet with external customers and experts to understand business challenges and propose new modeling and algorithmic solutions that leverage the latest in statistical and machine learning techniques.Study data sources and find insights/correlation to investigate how data science can be used to solve existing and new business challenges.Apply statistical analysis and modeling techniques on small and large datasets to solve specific business problems in the installed base sales automation domain.Provide strategic leadership in selection of platform, tools, techniques and processes in the practice of Data Science discipline.Work collaboratively with your data science team, engineers, developers and product management to translate business requirements into technical requirements that can be addressed with statistical and machine learning techniques.Provide mentorship to other Data Scientists on your team.Own and drive contemporary best practices in applying and deploying data science at scale.CompetenciesStrong sense of and an ability to cultivate an environment of teamwork, and a willingness to help others.Ability to effectively communicate technical concepts to both technical and non-technical staff members and customers.Proficiency in data analysis and programming languages such as SQL, Python, and R.4-8 years hands-on experience in machine learning, statistics or experiment design.Master’s Degree required (PhD would be a plus) in Statistics, Mathematics, Econometrics, Operations Research, Computer Science, Physics or a related field with focus on data analysis.Expertise in machine learning, statistics, data analysis. Must have an excellent knowledge of advanced methods, and experience in applying those methods to a variety of problems.Solid grasp of probability, statistical or mathematical modeling with analytical and quantitative problem-solving ability. Experience with time-series analysis would be a plus.Demonstrated experience in applying machine learning to real-world problemsMust have delivered data science components as part of a commercial solution at scale.Familiarity with software development cycles, source control systems (including Git), databases, and cloud computing platforms such as AWS.Knowledge of large equipment manufacturing, installed base sales, recurring revenue, and equipment service would be a plus."
377,Director,Full-time,"Theatro continues to grow and is looking for qualified candidates to join our Team.We are seeking an energetic and experienced Director of Data Science who can lead our Data engineers and scientists to build our Data analytics platform.Theatro is a fast paced, technology start-up pioneering voice-controlled enterprise wearable computers that revolutionize indoor communications and dramatically increases hourly worker productivity. Our “Heads-Up and Hands Free” solution delivered over corporate Wi-Fi is transforming the way leading retail enterprises manage their store operations.Check us out at www.theatro.com.Responsibilities:Lead Theatro’s data analytics vision and data productsBuild scalable Data Lake and Data WarehouseEnsure access to high quality data and consistent metricsAbility to design analytics and data governance frameworks. Familiarity with Apache Kafka, Spark, Hadoop, Python and other data analytics software toolsWork with stakeholders and customers to identify opportunities for leveraging data to drive business solutionsLead the team to undertake preprocessing of structured and unstructured dataDesign and Build data visualization techniquesLead and drive the technology vision and architecture roadmap for the Data AnalyticsUnderstand broadly the various kind of analytics and taking a concept and building it into a productQualifications:BS,M.S or Ph.D. degree in Computer Science, Machine Learning or other quantitative discipline5+ years’ experience building data products including structure and un-structured data5+ years’ experience managing data scientistsStrong analytical problem-solving acumenExperience working on Big Data Analytics ArchitectureStrong experience in data science and analytics"
378,Entry level,Part-time,"About UsJust as the field of Data Science is growing and ever-changing, so is our team: we’re on the hunt for talented instructors who are passionate about what they do and want to make a difference in the education of the world’s up-and-coming data scientists — our students.The NYC Data Science Academy prides itself on housing the most comprehensive 12-week intensive boot camp in data science methodologies, providing theoretical, practical, and hands-on knowledge to our scholars. We nurture top talents in the industrial & academic world into industry-ready data scientists, by equipping them with knowledge, technical skills, and insights aiming at maximal impacts to the business world. We adapt faster than the quickest machine learning algorithms out there — with content that reflects research and application in the growing industry and teaching expertise which goes beyond extraordinary.That’s where you come in.From our part-time weekend/evening classes to our part-time online and full-time in-person boot camps, our courses are both designed in-house and taught by our robust team of data scientists and engineers. Instructors have the opportunity of taking part in corporate training and consulting client projects, building both data science and big data solutions. We encourage collaboration and positive change in not only our students and clients but also in our team. Nerding out is also highly encouraged.ResponsibilitiesTrain in-person or online boot camp students, the next generation of data scientists, on a wide range of topics ranging from statistics, probability, SQL, R/python coding, data analysis, machine learning, deep learning, and big data, etc. Topics in Big Data to include:Hadoop and MapReduce, HDFS, HiveApache HiveSparkSpark SQLSpark Machine LearningDockerDevelop, evaluate, and maintain cutting-edge technical content for training experiences relevant to audiences with a diverse set of educational backgrounds and industry experience.Tailoring teaching content for both corporate and client training.Guide and mentor our students inside and outside of the classroom for their industry-ready projects. Help to orient our students’ learning toward the target industries.Lead by example as a data scientist, to be an excellent role model for our industry-ready students. Cooperate with marketing/admission teams by participating in the student enrollment/admission procedure and by developing relevant content for them.Participate in periodic training workshops to sharpen the relevant skill-sets.About YouMinimum of a Master’s Degree in a Quantitative Science, Technology, Engineering, or Mathematics-related field; Computer Science and Statistics preferred.Proficiency in statistical computing/machine learning and/or programming in R and/or Python.Experience/extensive knowledge in R or Python data analysis.Teaching experience in undergraduate or graduate level coursework in STEM required.Demonstrated experience/knowledge of Statistics and Machine Learning from both theoretical and applied perspectives.Experience in developing a curriculum or providing training in a client-facing endeavor.A good sense of the relevance of academic data science to industrial applications.Forward thinking with a strong growth mentality, i.e. constantly strengthening yourself on all fronts relevant to the growth of our school.Passionate about teaching and helping your students succeed in their careers.A team player who can multitask if necessary and can step up to new challenges in a growing company.PerksCompetitive salary, adjustable hours, and flexible vacation policy.Benefits include 401k retirement plan and medical, dental, vision insurances.Opportunity to train, research, and learn in the field of data science on-the-job; a chance to interact with active data science communities through conferences, Meetup events, etc.Completely stocked snack pantry.High-quality computational equipment."
379,Not Applicable,Full-time,"Minimum Qualifications Master's degree in Operations Research, Industrial Engineering, Statistics, related field, or equivalent practical experience.2 years of relevant work experience (e.g., as a data scientist) or equivalent. Analytical engagements outside class work while at school can be included. Experience with statistical software (e.g., R, Python) and database languages (e.g., SQL) Preferred Qualifications PhD in Operations Research, Industrial Engineering, Statistics or related field. 4 years of relevant work experience (e.g., as a data scientist), including experience applying advanced analytics to planning and infrastructure problems. Experience designing and building statistical forecasting models. Experience designing and building machine learning models. Excellent problem-framing, problem-solving and project management skills. Excellent customer service and team collaboration skills. About The JobAt Google, data drives all of our decision-making. Data Scientists work all across the organization to help shape Google's business and technical strategies by processing, analyzing and interpreting huge data sets. Using analytical rigor and statistical methods, you mine through data to identify opportunities for Google and our clients to operate more efficiently, from enhancing advertising efficacy to network infrastructure optimization to studying user behavior. As an analyst, you do more than just crunch the numbers. You work with Engineers, Product Managers, Sales Associates and Marketing teams to adjust Google's practices according to your findings. Identifying the problem is only half the job; you also figure out the solution.As a member of the Operations Data Science team, you will apply operations research and statistical methods to solve challenges related to compute, storage, network, and datacenter capacity for both Google’s internal services and Google Cloud Platform. You will work broadly across Google’s Platforms Engineering, Systems Infrastructure, and Site Reliability Engineering teams to optimize our deployment of resources and drive innovation in our software stack, allowing for efficient use of resources.As a Data Scientist, you will think critically and strategically about Google’s cloud as a technology, a business, and as an operation. You will be comfortable discussing total cost of management with hardware engineers, resource optimization with software engineers, or reviewing fleet plans and deployment policies with operations executives, all based upon the analytical models that you will be developing.Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We're always on call to keep our networks up and running, ensuring our users have the best and fastest experience possible.Responsibilities Lead projects with hands-on analysis and modeling, drawing from multiple of analytical methods to choose the right tool and right level of complexity appropriate for the business challenges. Engage broadly with the organization to identify, prioritize, frame, and structure complex and ambiguous challenges, where advanced analytics projects or tools can have the biggest impact. Identify and communicate the challenges and opportunities that the group should be working on. Help define the analytical direction and influence the direction of the associated engineering and infrastructure work. Articulate business questions and use mathematical techniques to arrive at an answer using data. Translate analysis results into business recommendations. At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form ."
