,Level,Type_of_Job,Description
243,Mid-Senior level,Full-time,"The Data Science Manager will manage a team of statisticians in research and development of new predictive models and new analytical techniques related to insurance pure premiums, customer life time value, customer buying behaviors and related topics using internal and external data. Responsibilities Include:• Provide analytics for setting price, underwriting and products strategies. • Implement analysis and modeling tests. Develop and enhance models used in a variety of contexts within the product management structure. • Advance modeling capabilities. Work with colleagues in various departments to facilitate the application of models developed considering the regulatory and competitive contexts. Ensure models are understood, implications are appropriately assessed, implementation plans are defined, validation of results are undertaken and adjustments are made.Education and Experience:Master's degree in Statistics, Mathematics, Engineering or related field (willing to accept foreign education equivalent) and a minimum of seven (7) years’ experience in managerial role supervising predictive/advanced analytics. Alternatively, will accept Ph.D. and five years’ experience in managerial role supervising predictive/advanced analytics.Special Requirements:• Demonstrated expertise in SAS;• Demonstrated expertise in Bayesian statistics; and• Demonstrated experience in developing multivariate predictive models in an insurance environment."
244,Associate,Full-time,"ROLE  We need an energetic Python Developer to work on some mission-critical programs within the Department of Defense (DoD). If you are smart, creative, and a self-starter, this job is for you.   Apply today!   RESPONSIBILITIES  Develop with Python Design, develop, and implement software applications Help build software applications for data science, analytics, and geospatial intelligence Help build high quality prediction systems Help create classification and co-occurrence algorithms using probabilistic approaches Work with Python libraries like Anaconda, NumPy, Pandas, Scipy, iPython, etc. Use iPython to create notebooks and visualizations Use AWS and its cloud services like S3 and Lambada Work with databases like MySQL, PostGres, RedShift, DynamoDB, Aurora, etc. Write clean code that is maintainable, scalable, and extensible Adhere to good programming and scripting practices Create data adaptors using pandas Contribute to data mining Help enhance data collection procedures to improve analytic systems Process, cleanse, verify data integrity Create automated anomaly detection systems Extending company’s data with third-party sources Work with libraries such as geopandas, shapely, and pysal Use machine learning techniques to build and optimize classifiers Learn and apply data warehouse techniques and technologies Help gather requirements Work in Agile environment Be part of cross-functional team on all application tiers Help consume RESTFul services   BACKGROUND  More experience the better 2+ years progressive experience 1+ years experience with Python Experience with Python libraries 1+ years experience with Linux Experience with ETL Experience with relational databases, e.g., MySQL, PostGres, etc. Preference for experience with AWS and services such as S3 and Lambada Preference for experience with Apache Spark, Airflow, HBase Possess product mindset Experience with Agile and Scrum   EDUCATION  Bachelor’s degree   LOCATION  Springfield, VA 22152   CLEARANCE  Minimum – TOP SECRET clearance Preference – TS/SCI clearance   West 4thStrategy is an Equal Opportunity/Affirmative Action (EEO/AA) employer. All qualified applicants will receive consideration for employment without regard to race, color, creed, religion, gender, sexual orientation, ancestry, national origin, age, marital status, mental disability, physical disability, medical condition, pregnancy, political affiliation, military or veteran status, or any other basis prohibited by federal or state law.              Other Considerations:Relocation will not be offered. Selected applicants will be subject to a background investigation. Individual’s primary workstation is located in an office area. The noise level in this environment is low to moderate. Regularly required to sit for extended periods up to 80% of the time; frequently required to move about to access file cabinets and use office equipment such as PC, copier, fax, telephone, cell phone, etc. Occasionally required to reach overhead, bend, and lift objects of up to 10 lbs. Specific vision abilities required by this job include the use of computer monitor screens up to 80% of the time."
245,Mid-Senior level,Full-time,"SENIOR SOFTWARE ENGINEER - DATAHouston, Texas, United States  Our firm is a different kind of investment manager. Since 2001, we have used data science and technology to derive insights that forecast the future and discover value in markets worldwide. Our team of scientists, technologists and academics looks beyond traditional finance to understand the bigger picture and develop creative solutions to some of the world’s most difficult economic problems. Our work spans markets and industries, from insurance and securities to private investments and new ventures.  Our firm is searching for an extraordinary software engineer to help build our next generation of data services.You will take on the following responsibilities:Architect, design, and develop software that enables us to ingest, transform, and scrub financial data used by multiple stakeholders. Partner with stakeholders in New York to develop, implement and roll out technology solutions to address a wide array of complex business problems. You should possess the following qualifications: BS or MS in Computer Science 7+ years of relevant experience in hands-on large scale software development and enterprise architecture 1+ year of software architecture experience on large scale systems Experience with Java (or other VM languages), Python, C or C++ Experience designing and developing in-house software solutions Extensive experience building Microservices architectures and event-driven systems Recent experience working closely with and mentoring junior software engineers Deep knowledge of technology solutions in one or more of the following functional areas is highly desirable: Financial instrument reference data and market data Data modeling experience in a financial services environment Ownership mindset, with demonstrated partnership with functional counterparts to deliver on a material set of business objectives. Delivered technology and developed subject matter expertise within one of the above noted functional areas. Designed and delivered high volume functionally complex software services. You will enjoy the following benefits: Core Benefits: Fully paid medical and dental insurance premiums for employees and dependents, competitive 401k match, employer-paid life & disability insurance Perks: Onsite gyms with laundry service, wellness activities, casual dress, snacks, game rooms Learning: Tuition reimbursement, conference and training sponsorship Time Off: Generous vacation and unlimited sick days, competitive paid caregiver leaves We are proud to be an equal opportunity workplace. We do not discriminate based upon race, religion, color, national origin, sex, sexual orientation, gender identity/expression, age, status as a protected veteran, status as an individual with a disability, or any other applicable legally protected characteristics."
246,Executive,Full-time,"Are you a hands-on VP of Engineering or CTO who has been successful in the productization of data? Are you a VP of Engineering with success stories in data analytics, data science, and data insights? Are you a VP of Engineering or hands-on CTO with strong experience building and mentoring teams to build outstanding data-driven products? If you’re looking to scale engineering teams and engineering practices for a growing startup, this VP of Engineering role could be a great fit!   This data-intensive startup, founded by a veteran tech CTO, is completely disrupting an antiquated industry by delivering measurable results (in a gorgeous dashboard). This product is the first of its kind, has had incredible results (including real revenue), and is now looking to scale their engineering team to prepare for high scale growth. They are looking for a hands-on VP of Engineering to help them as they continue to grow by both hiring and inspiring great engineers and taking the company to the next level.   You Will: Build, lead, and mentor a team of passionate engineers – you’ll be scaling a team while you scale engineering practices Make sure the Engineering teams spread amongst the multiple offices are collaborating effectively Scale the engineering team by involving yourself in the hiring process from beginning to end Foster a healthy engineering culture through hands-on coding and ensuring the optimal balance between high-quality code and shipping punctuality, as well as developing an engineering roadmap Collaborate with the Data Science and Client Services teams to build data integrations   You Will Need: Experience productizing data – this key component is the basis for everything! Ideally, have scaled an engineering team from 20 to 50 engineers Well-rounded experience in software engineering, from front-end to infrastructure to data Experience managing a team of engineers, as well as experience being a Software Engineer yourself Experience leading at a startup The leadership ability to think both at macro and micro Desire to be hands-on, passionate about technology, strong knowledge of bleeding-edge technologies   You Will Get: Have a hugely impactful role at a revenue-generating startup The ability to build upon and lead a crack team of engineers Competitive comp+equity, 401k Health benefits + dependents Unlimited vacation Commuter benefits  If you’re a hands-on VP of Engineering with a background in data-intensive products, please apply today!"
247,Mid-Senior level,Full-time,"Build and lead a team of data scientists to partner with cross-functional teams across the organization from product to marketing to engineering. Work closely with product managers, marketing, designers, and engineers to prioritize data projects which will maximize business impact and inform product strategy and planning. Be hands-on in conducting AB test analysis and provide actionable insights regarding product/UX changes for user onboarding, engagement, retention, and monetization. Dive deep into product usage patterns and develop domain expertise about segments of user behaviors and interests for online news and content. Help create and improve predictive models (e.g. predict user lifetime value or user churn). REQUIREMENTS  Technical university degree or equivalent knowledge Experience managing a team focused on data science / analytics Strong communication and leadership skills 5 or more years of analytical work experience related to apps or websites 3 or more years experience in one or more programming languages used for data analysis (Python, R, etc.) Advanced SQL Intermediate knowledge of applied statistics (fit regression curves, build predictive models, choose sample sizes, etc.) Experience with A/B testing"
248,Mid-Senior level,Full-time,"Senior Data Scientist New York, NY  What’s the role? The Staff Risk and Investigations team within Chief Risk and Compliance Office (CRCO) is responsible for implementing an Insider Threat program across the firm, including designing and building dynamic models focused on detecting anomalous user behavior and other high risk events. Our company is seeking a highly capable individual to join the Staff Risk and Investigations team (SR&I) to help enhance the Insider Threat program by working closely with security and development teams to solve complex risk and security challenges.  We’ll trust you to:Work with the relevant partners to help solve complex problems Collect and curate data needed to understand potential solutions to the problems Proactively explore, research, describe and analyze data Communicate the insights and results of your analysis the team Develop and maintain strong working relationships with lines of business, and key partners and stakeholders including Information Security, Technology, Physical Security, Incident Management, Legal, HR and others Continuously evaluate changes in actors, tactics, techniques and targets to enhance threat scenarios and use cases and make recommendations to ensure a data strategy that maintains pace with a changing insider threat landscape  You’ll need to have:Minimum of 6 years of data science/engineering experience Strong Python programming skills with an understanding of what it takes to write high quality code Familiarity and comfort with most aspects of Python 3 including object-oriented programming and the data science stack Initiative and ability to thrive in a dynamic, fast-paced, and collaborative environment with minimum supervision Demonstrated success in managing projects and working closely with business stakeholders Demonstrated expertise in working with and handling extremely sensitive materials and information Exposure to or knowledge of employment and/or privacy laws Strong oral and written communications skills Strong interpersonal and leadership skills Ability to work in a work in a fast paced environment including translation of complex concepts and issues into insights for Senior Management and non-technical audiences Awareness of latest cyber security trends and developments  We'd Love To See: Experience in a role related to insider threat, corporate investigations, internal audit, counterintelligence, compliance, risk or related field A passion for designing and building software to help solve problems Good conceptual knowledge of probability and statistic Familiarity/interest in learning our technology stack: Python 3 development experience (flask, SQLAlchemy, requests, etc.) Python data science stack (numpy, pandas, matplotlib, sklearn, Jupyter, etc.) JavaScript, React, D3.js, Sigma.js"
249,Entry level,Full-time,"Tubular Labs is at the forefront of the digital video revolution, providing media companies, brand marketers, and agencies, such as Comedy Central, Maker Studios, Activision, Google, and Twitch.tv, with the actionable insights they need to make better content and distribution decisions. In everything we do, we strive to build the best possible product. Our goal is to combine simplicity and power to deliver an awesome user experience.  In order to accomplish this, Tubular needs to provide its customers and the industry at large with compelling video engagement insights that cannot be found elsewhere. Tubular has already built the world’s largest video engagement database with over 13 million creators and 5 billion videos as well as billions of comments, tweets, and likes across different video platforms. The Data Scientist will help to lead the effort to combine that database with other sources of information to generate insights and analytics that make Tubular the industry leader in actionable video intelligence. The Data Scientist will be responsible for key projects in Tubular’s data science program, from the compute systems utilized, to the implementation and operation of Tubular’s data insights systems. The Data Scientist will be as much as a hands-on contributor as every other engineer, in addition to doing exploratory data analysis, research of algorithms and modeling, error analysis, and communication of results. This is a real greenfield opportunity for the right candidate to make a name for themselves building industry leading data science.  WHAT YOU WILL DO  Develop systems and practices that enables Tubular to leverage cutting edge data mining and machine learning techniques Develop solutions that provide our customers with cutting edge features and tools for video intelligence Create statistical models of video engagement and audience behaviors that power compelling insights for Tubular customers and the industry at large Implement the systems and code necessarily to accomplish data modeling and analysis needs of Tubular - this role is as much engineering as it is science Advise Tubular employees on how to leverage data science in the digital video market Interact with Tubular customers directly, providing them with custom insights and acting on their feedback about Tubular’s video intelligence products  WE ARE LOOKING FOR SCIENTIST ENGINEERS WITH  Ph.D. in a quantitative science (e.g. physics, astronomy), machine learning, statistics, data mining, or a related field. Experience implementing and operating production scale software systems that implement sophisticated machine learning or data mining algorithms Proficiency in Python, or similar object oriented programming languages Experience in technical projects from conception to production History of publishing papers on machine learning or data mining a major plus  WHAT DO WE OFFER  Chance to play with the hottest firms in media and technology Competitive compensation and equity Daily catered lunches, snacks, and other stuff to help you get through the day A 401(k) plan to help you plan for your future Flexible PTO FREE health insurance plans, dental and vision packages (3 out of 4 plans) to fit your needs to ensure you’re happy and healthy Commuter benefits that make getting to and from work a breeze Awesome work environment"
250,Mid-Senior level,Full-time,"NO C2C Or 3rd Party  Summary of This RoleWorks throughout the software development life cycle and performs in a utility capacity to create, design, code, debug, maintain, test, implement and validate applications with a broad understanding of a variety of languages and architectures.  Analyzes existing applications or formulate logic for new applications, procedures, flowcharting, coding, and debugging programs.  Maintains and utilizes application and programming documents in the development of code.  Recommends changes in development, maintenance and system standards.  Creates appropriate deliverables and develops application implementation plans throughout the life cycle in a flexible development environment. What Part Will You Play? Develops basic to moderately complex code using a front or back end programming language within a platform as needed in collaboration with business and technology teams for internal and external client software solutions.  Creates, and delivers routine program specifications for code development and support on a project /issue with a moderate understanding of the application/database to better align interactions and technologies. Analyzes modifies and develops basic to moderately complex code/unit testing in order to develop application documentation.  Performs testing and validation requirements for basic to moderately complex code changes. Performs corrective measures for basic to moderately complex code deficiencies and escalates alternative proposals. Applies a moderate understanding of procedures, methodology and application standards to include Payment Card Industry (PCI) security compliance. Desired Skill sets: *Able to do both Web and Database development with an engineering mindset *Experience with Java, Eclipse, Docker, Postman, SQL, Oracle, Cold Fusion, Apache Tomcat (able to work across multiple code languages) * API design and development *Familiar with JIRA, GIT, BitBucket, and Jenkins What Are We Looking For in This Role?Minimum Qualifications o  BS in Computer Science, Information Technology, Business / Management Information Systems or related field o  Typically a minimum of 2 years - Professional Experience In Coding, Designing, Developing, And Analyzing Data.  Typically has a basic knowledge and use of one or more languages/technologies from the following but not limited to; two or more modern programming languages used in the enterprise, experience working with various APIs, external Services, experience with both relational and NoSQL Databases Preferred Qualifications  BS in Computer Science, Information Technology, Business / Management Information Systems or related field 4+ years professional Experience In Coding, Designing, Developing And Analyzing Data and experience with IBM Rational Tools What Are Our Desired Skills and Capabilities? Skills / Knowledge - Developing professional expertise, applies company policies and procedures to resolve a variety of issues. Job Complexity - Works on problems of moderate scope where analysis of situations or data requires a review of a variety of factors. Exercises judgment within defined procedures and practices to determine appropriate action. Builds productive internal/external working relationships. Supervision - Normally receives general instructions on routine work, detailed instructions on new projects or assignments. Operating Systems: Linux distributions including one or more for the following: Ubuntu, CentOS/RHEL, Amazon Linux Microsoft Windows z/OS Tandem/HP-Nonstop Database - Design, familiarity with DDL and DML for one or more of the following databases Oracle, MySQL, MS SQL Server, IMS, DB2, HadoopBack-end technologies - Java, Python, .NET, Ruby, Mainframe COBOL, Mainframe AssemblerFront-end technologies - HTML, JavaScript, jQuery, CICSWeb Frameworks – Web technologies like Node.js, React.js, Angular, ReduxDevelopment Tools  - Eclipse, Visual Studio, Webpack, Babel, GulpMobile Development – iOS, AndroidMachine Learning – Python, R, Matlab, Tensorflow, DMTK"
251,Mid-Senior level,Full-time,"Lead Data Engineer     Data Engineer required for a Tech Innovation Start Up based in Manhattan working in an $80 Billion market. This company leverages human biometrics and innovative technology to personalize a product that enhances humans day to day life! Their overall goal is increase people’s energy and happiness levels with this innovative technology. It has been named one of the most innovative firms over the last 2 years.   As a Data Engineer, you will be required to work with massive volumes of data to build their ML driven data pipeline. The Data Engineer will need multiple programming languages whilst working on the full stack to add value to the ecosystem of data. To maximise the performance of the product, the data engineer must also be able to apply machine learning techniques and algorithms to the applications.   Key responsibilities: Optimizing platforms for Data Science research by using software engineering best practices. Implementation of ML algorithms by writing data applications. The use of multiple programming languages on a daily bases across a full stack. Interface with data scientists, engineers, product managers, and business development teams to understand data needs. Building a data pipeline that incorporates stats and statistical algorithms.   Summary of skills: 2+ years of professional coding experience with C# or Java You have experience dealing with data at scale, processing and transforming hundreds of millions of data points per day. You have first-rate SQL skills, but you are aware of its limits. You know when to use it, and when it’s better to find a different solution. You are familiar with ETL tools and problems. We use Airflow, Redshift, Glue, and many other systems. You have the ability to work in a backend environment with a formal education in Computer Science or similar subject. Although it’s not essential we would favor a M.Sc. (Masters). An understanding of machine learning algorithms to be able to work closely with Data Scientist in building ML Models. A knowledge of AWS or Docker or Kubernetes is preferred (Would also consider GCP)   The manager is looking to interview a suitable Data Engineer as soon as Friday 16th, August. The positon should begin at the start of September."
252,Mid-Senior level,Full-time,"Our client is building the future of medical decision-making. Instead of trusting one person based on their credentials, they get opinions from many people and trust them based on skills. On their mobile app users compete to analyze medical cases most accurately as they help to build the next generation of medical AI. They're backed by Y Combinator, Accel, Global Founders Capital, the LEO Innovation Lab, and MIT.  About the role: They are a small, fast-moving engineering team. As our first engineer devoted exclusively to the backend, your work will shape our product and software systems for years to come. You'll help us implement industry best practices and develop a strong engineering team culture. The ideal candidate has both depth and breadth, is comfortable working up and down the stack, and knows how to balance quality with speed. Note: They're a full-stack Swift company, one of the earliest adopters of server-side Swift in production (Vapor framework). They love Swift's speed of development, safety, and modern design.  Day-to-day responsibilities include: Developing clean APIs for our mobile app and customers Continuous improvement of our data models and data storage Proactively monitoring and optimizing infrastructure performance, logging, and error handling Gathering data for our data science team and building tools to help them translate our data into insights Wearing many hats and getting your hands dirty  Skills: 3+ years developing with a modern web language (e.g. Swift, Node, Golang, Python) Familiarity with cloud infrastructure (e.g. Heroku, AWS, Kubernetes) Working knowledge of SQL databases (we use PostgreSQL)"
253,Not Applicable,Full-time,"We are looking for a Data Scientist with experience applying Data Science processes and tools to solve real-world problems for our customers in the Federal, Defense, and Intelligence sectors. ResponsibilitiesWork with stakeholders throughout the organization to identify opportunities for leveraging Publicly Available Information (PAI) as well as Federal, Defense, and Intelligence data.Assess the effectiveness and accuracy of new data sources and data gathering techniques.Develop custom data models and algorithms.Coordinate with different functional teams to implement models and monitor outcomes.Develop processes and tools to monitor and analyze model performance and data accuracy.QualificationsStrong problem solving skills with an emphasis on product development.Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets.Experience working with and creating data architectures.Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.Excellent written and verbal communication skills for coordinating across teams.A drive to learn and master new technologies and techniques.Minimum RequirementsUS CitizenshipMust qualify for a security clearance from the U.S. Department of Defense. Take the quiz available here: https://bit.ly/2NMh1Pj.B.S. in a field of Science, Technology, Engineering, or MathematicsPreferencesActive clearance with the Department of DefenseM.S. or Ph.D. in a field of Science, Technology, Engineering, or Mathematics10+ years of work experienceExperience with DoD/IC Information SystemsExperience with Big Data software projects (e.g. Hadoop, Spark, Kafka, Elasticsearch)Raptics, Inc. is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees."
254,Not Applicable,Contract,"•	Big data full stack engineers  – who are conversant with Apache Spark, Scala, Kafka & HBase.•	Emphasis on search capability / search optimization •	Experience working in an Agile environment o	3rd party – Streamset & Naveda o	SQL Server •	Web Services – Spring Boot •	DevOps – Chef 11/12, Dockers•	Data gather & pusher – Caska •	Working w/Data Science Group – Modeling & Scoring "
255,Mid-Senior level,Full-time,"We are seeking healthcare analytics lead to support all analytics needs with respect to a growing portfolio of health plan customers and physicianMSO partners. The analyst will take the lead on complex analyses that will lead to critical business decisions at the onset of a new client relationship, as well as on an ongoing basis to help address ongoing medical management operational needs. While this is a highly collaborative role on a growing team, this is a highly analytical, self-directed role requiring healthcare/medical economics experience, both critical and strategic thinking skills, attention to detail, and an ability to manage multiple projects in a fast-paced environment.Job DescriptionEssential FunctionsResearch, analyze present results and recommend intelligent solutions to solve problems and address business challenges by applying knowledge of medical claims analysis, critical-thinking skills, and healthcare experience/expertise. This may range from developing proposals to new and existing clients to clinical quality and utilization management projects, to new initiatives that you may come up with yourself.• Structure analytical results in an organized, visual manner to tell a meaningful, actionable story.• Write SQL queries, create end-user reports, and apply varying analytical techniques to solve specific business problems.• Determining credibility and usability of claims data prior to delivery of analytic results.• Interpret contractual language and have a clear understanding of business rules and reporting requirements• Establish trusting professional relationships with internal senior business customers.• Maintain alignment of expectations and priorities in an autonomous fashion.QualificationsThe Healthcare Analytics team functions as a compilation of three main components: (1) the liaison between the data warehouse teams and all internal and external clients that are supported by Healthcare Analytics including: finance, operations, clinical, and external clients by overseeing that contractual business rules are correctly applied to raw data and that end-user reporting is accurate (2) traditional medical economics support: combining deep knowledge of medical claims and other data with understanding of healthcare payment systems to drive actionable insights and collaboration with actuarial (3) advanced analytics: statistical modeling, development of risk adjustment metrics, ad-hoc studies with Data Science.• An undergraduate degree is required, master’s preferred in math, statistics, computer science, or another related quantitative field• Minimum of 4 years of experience or proven ability working as an analyst in the health care industry with medical claims, membership, and provider data.Proven experience working with some combination of Medicare, Medicaid, and Commercial paid claims data sets. Other applicable data sets include Census and Member Eligibility data sets.• Reasonable experience with Structured Query Language (SQL) required.• Advanced analytic skills with the ability to build statistical and predictive models to help support business decisions• Ability to analyze and interpret medical claims data through complex analysis that leads to strategic business decisions• Experience in data mining, statistical analysis, and data transformation/manipulation.• Experience working with large data repositories and/or relational databases.• Expertise in MS Excel, with proficiency using formulas, PivotTables, linked worksheets, graphing and other reporting and presentation features.• Ability to tell a succinct, meaningful, and actionable story with data using visualization and other techniques.• Ability to work on multiple projects simultaneously with minimal supervision.• Ability to quickly adapt to changes in both technology and business environments.• Ability to analyze data and apply investigative skills in resolving issues.• Ability to produce clear, written presentations and supporting documentation.• Highly self-motivated and directed with keen attention to detail."
256,Entry level,Full-time,"In order to be considered for this position please send a copy of your CV/Resume and Cover Letter, along with two professional references to jobs@bammnewyork.com. The deadline to apply is August 16th, 2019.About BAMM:Based in NYC and London, BAMM fuels Brand Momentum by pushing at the boundaries of research – developing new methodologies, speaking with unexpected people, asking surprising questions and incorporating the latest technology into our work. We draw from a deep appreciation of commercial strategy, the latest thinking on marketing and the social sciences.Your Role:BAMM has an opportunity for a qualitative researcher to join our growing New York City office. We’re looking for an ambitious qualitative research specialist, with 2-3 years’ experience, who’s eager to work on big, strategic insights projects for the world’s leading brands. Ideally, we’re looking for candidates who have ethnographic or anthropological experience.This role offers the opportunity to work across big brands on big strategic questions, and to work with a collaborative, multi-disciplinary team of ethnographers, photojournalists, cultural anthropologists, survey builders, behavioral scientists, and strategists. We’re looking for candidates who have the energy and desire to innovate in the qualitative research space, who want to find new, smarter ways to solve client challenges, and who are interested in combining ethnographic techniques with leading edge data science and behavioral science. We will provide the space, support and culture to help ensure success.Your Responsibilities: Help lead the design and execution of the ethnographic & qualitative portions of client projects Help build out and lead our qualitative research innovation agendaHelp build new ethnographic and qualitative products & techniquesHelp create PowerPoint storylines for client projects that drive consumer, cultural and brand understanding Attend client meetings, and help respond to client questions and requests when needed Attend and contribute to all internal team meetings and brainstormsKeep abreast of the newest resources, approaches and techniques in data, statistics and analyticsQualified candidates will have:Undergraduate degree (ideally in anthropology, psychology or sociology)Strong academic background2-3 years of relevant work experienceDemonstrable qualitative/ethnographic research skillsIn-depth knowledge of observational, projective, and consumer interview techniquesAbility to pull out compelling insights from the researchHigh attention to detail without sacrificing the big pictureAbility to work across multiple projects while meeting deadlinesStrong interpersonal and communication skills, and a collaborative, constructive approachNatural interest in consumers, how they live their lives, how the culture around them is changingWe are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
257,Mid-Senior level,Full-time,"Senior Deep Learning Scientist   Location: New York, NY    A high growth startup is looking to hire elite Deep Learning Scientists.  If you have a passion for developing next generation algorithms and a desire to help change the way we live and work then look no further.   We are designing and training various deep learning models to help people for precision medicine and therapeutics.   Solve incredibly challenging problems with extremely passionate and experienced data scientists.  We are looking to hire experienced teammates who are equally passionate about problem solving.   Skills:  Ph.D or MS in Computer Science, Physics, Electrical Engineering, Computer Vision, Statistics or Math  Strong machine learning or NLP, BERT Experience working with deep learning frameworks like TensorFlow, Caffe2, Theano, CNTK and PyTorch Strong understanding of deep learning theory: CNN, RNN, LSTM and ANN Solid programming Python  Graphics GPU computing CUDA, OpenCL   Level: Senior or Lead (we are unable to sponsor at this time)  Full health benefits  Unlimited vacation Unlimited sick days Commuter benefits and more...     Please reach out for more information key words: image processing, machine processing, deep learning, neural networks, python"
258,Executive,Full-time,"SVP Data Science & AnalyticsHouston, TX  The SVP of Data Science & Analytics will report to the CIO and be responsible for building and managing a team of data engineers and data scientists to develop, implement, and maintain the organisations data analytics program. The successful candidate will ensure our organisations capability to model, predict, and improve decision making and operational performance across all levels.   Key requirements: • Developing and managinh the entire organizaitions data analytics strategy including articulating to all members in c-suite a strong vision for the creative use of data and analytics to transform the industry   • Develops and maintainng relationships across the organization to align data strategy and identify opportunities for using best in class models and algorithms to enhance efficiency and improve current business practices    • Implements the use of regression and machine learning techniques to predict operational issues and opportunities   • Integrates and mines large data sets, connecting data from various sources to define insights and patterns using predictive and prescriptive analytics.  Essential experience and job requirements:  • Experience with regression analysis, including GLMs, Bayesian methods, and classification techniques.   • Experience with numerical optimization including LP, NLP, iterative and/or stochastic methods    • Demonstrated proven track record of successfully leading multi-discipline teams .    • Demonstrated ability to build productive relationships with employees at all levels of the organization."
259,Associate,Full-time,"Data Scientist is needed in Culver City, CA for 3-6 months (that will convert to a FULL TIME position)   Our client is looking for a Data Scientist with strong business acumen to join their rapidly growing data team. You will have high visibility in this role within the company partnering with media, business development, and strategy teams.   This role requires someone to work with large volumes of social engagement and transaction data to discover trends, analyze results, patterns, and provide ad-hoc exploration to make ambiguous data actionable.   Specific Requirements include:   Provide Thought leadership in customer      segmentation, behavior based modeling (propensity, churn, LTV) data      strategy and analytic approaches  Work with clients to better understand      strategic business decisions.  Develop optimization plans for ongoing      marketing campaigns.  Integrate and improve machine learning      pipelines on propensity scoring and LTV projection to granularize the      understanding of user journey and customer value.  Drive buildout and improvement of ETL      pipelines in support of data aggregation movement and analysis.    We are seeking Data Scientists who meet the following requirements:   6+ Years experience data mining very large      complex multi-dimensional datasets.  Must have technical mastery with large      individual behavioral data sets (gaming, retail, financial services) and      expertise in communication channel best practices.  Must have Technical mastery in database      mining tools and be a SQL and Excel Master.  Must be proficient in SAS/ R/ Python (any of      the 3) and be able to coach and train others on best practices. (ideally)  Must be an Excel master able to write      Macros.  Prefer candidates who a degree in data      science or a quantitative field.  Must have experience work Marketing      Measurement methodologies.    This is a technical Data Science role more related to manipulating and analyzing data to derive insights than being able to translate insights into actionable business decisions.    Must be at least 18 years old. Onward Search is a drug-free workplace. Onward Search is an equal opportunity employer, dedicated to a policy of non-discrimination in employment with regard to race, color, religion, gender, sexual orientation, national origin, age, disability, genetic information, veteran status or any other classification protected by federal, state and local laws and ordinances, nationally and internationally. EOE/M/F/D/V/SO"
260,Mid-Senior level,Full-time,"Data Engineer Raleigh, NC Software Start-Up Compensation: $130,000-$170,000 (Unlimited PTO, Daily Catered Lunches, Free Gym Membership) This innovative and well-established Healthcare organization is actively looking to add a Data Science to their team. As part of a newly developed Data team, you will work with our Cloud Architect to design and build out the AWS data pipeline to fuel the company along its digital journey. The ideal candidate will be a self-starter with superior communication skills (verbal and written). A solid understanding of data science, advanced statistics, machine learning, data mining and visualization techniques are a must. In addition to the following qualifications the desire and ability to learn quickly is vital.  Skills You Will Need: Solid coding experience in various programming or scripting languages such as Python, Spark, Scala, R and/or Shell scripting. Experience optimizing and performance tuning ‘big data’ data pipelines and data sets with distributed technologies (e.g. Spark, Hive, or Pig). Exposure in engineering (commercial or open-source) software platforms and large-scale data infrastructures, CI/CD DevOps toolchain. Experience working with production systems. Minimum Qualifications: Bachelors in Computer Science or related field, 5+ years of relevant practical experience in data science or data engineering Experience with a wide variety of machine learning models and techniques (e.x. supervised and unsupervised learning, dimensionality reduction) Excellent command of Python and relevant libraries (Numpy, Scipy, Sklearn, etc.) Strong understanding of the fundamental mechanics of machine learning algorithms History of building and interacting with SOAP/RESTful APIs. Ideal candidates will: Experience working on the AWS (or similar) platform Infrastructure as a Service exposure. Docker/container orchestration experience.  "
