,Level,Type_of_Job,Description
910,Associate,Full-time,"Analyst: Data Science (ADS)The Analyst for Data Scientist (ADS) will help the client build a sustainable data classification and reporting apparatus for a dispersed global team. The Analyst will be responsible for conducting statistical analysis and optimization of financial and non-financial data available within the client's security department. The ADS will work with stakeholders across the globe and execute complex statistical analyses in support of operational programming including travel and intelligence. The Analyst will prepare data visualizations, use algorithms, or create simulations to discover and classify patterns that help in business decision making and presenting findings to business audiences.FocusThe focus for this role is in translating complex data into meaningful and digestible insights for a broad and diverse audience of clients and decision-makers across the organization. The Analyst will support existing and bespoke programs through analysis of large disparate datasets such as log files of activity or aggregated lists of incidents. A previous background in security, investigations, cyber security, anomaly detection (such as outliers) or similar is advantageous.Key Responsibilities Develop analysis-ready datasets by ingesting, staging, curating, mining, combining, cleansing, transforming, and analyzing data from a multitude of structured and unstructured disparate data sources Must be able to build a data science program from disparate analytical parts Attend meetings and provide the necessary support to ensure new projects are provide with the necessary data and/or insights to make informed and timely decisions Partner closely with team members to ensure the success of key initiatives related to data source management and development for network design, key performance indicator monitoring, and business integration Lead projects directly related to designing, testing, and deploying analytical solutions or initiatives Serve as data management point of contact for collaborative initiatives within the department Perform other duties and analysis as assigned by management Qualifications: Strong background in statistical techniques such as parameter estimation and hypothesis testing is required. Requirements also include programming experience for data analysis, data processing, and statistical tools such as SQL (Working knowledge of: Oracle, SAS, Hadoop Platform, R, or Python). Fluency in English and very good written and verbal communication skills are necessary. A minimum of a Bachelor's Degree is required (Analytics, Data Science, Statistics, Computer Science, Information Technology, Engineering, or similar field. MS or MBA preferred) Minimum three years of related experience in logistics, analytics, data science, or data management is required Knowledge of relational databases Solid ability to clean, transform, and join both structured and unstructured data sets to deliver analysis  Knowledge of advanced analytical visualization software  Project management experience required A solid understanding of the data science industry Physical/Mental Requirements And Working Environment While performing the duties of this job, the employee is regularly required to use both hands, is frequently required to stand, sit, stoop, talk and hear (communicate verbally in person and via regular telephone equipment), and must be able to read computer screens, correspondence and reports in English.  The employee must constantly walk, stand, reach with both hands and arms, and must be able to drive a vehicle. The employee may occasionally lift and/or move up to 25 pounds. May be required to climb stairs on an intermittent basis at client sites.  The job is generally performed in an office setting; however, during site visits the employee may be subject to adverse conditions such as rain, cold or heat for short periods of time.  The ambient noise level is usually quiet, consisting of normal conversations, business machines (copiers, printers, etc.) and telephones, but occasionally may be above-normal for portions of the shift. The employee must be able to concentrate on details, work under deadline pressures, apply sound logic and judgment, and prioritize tasks and responsibilities.  Must be able to focus and multi-task in a busy environment, with the ability to successfully handle stressful situations in a calm and professional manner. Includes being able to effectively manage multiple employees with diverse personalities and engage them to perform at optimum levels. Must be able to clearly speak, read and write English. Allied Universal provides unparalleled service, systems and solutions to the people and business of our communities, and is North America's leading security services provider. With over 200,000 employees, Allied Universal delivers high-quality, tailored solutions, which allows clients to focus on their core business. For more information: www.AUS.com.We proudly support the Veteran Jobs Mission, a group of over 200 companies that have committed to collectively hiring a total of one million military veterans. EOE/Minorities/Females/Vet/Disability Allied Universal Services is an Equal Opportunity Employer committed to hiring a diverse workforce.CB-NWSAJ#ZRGAD-NW"
911,Director,Full-time,"Manager Data Analytics  Location:  New York, NY   New opening for an experienced Manager of Data Analytics to lead an analytics team within a growing technology company.  You will provide leadership for the delivery of algorithms, statistical models and actionable insights generated by the team to build new products that have a direct impact on our products.  This is a cross functional position working with multiple teams to build better data products and providing creative solutions.     Summary: Work closely with various data sources to stream line data for predictive, personalization, classification, and algorithm development Have a proven track record of drawing insights from data and translating those insights into tangible business outcomes Ability to implement new technologies with cutting-edge machine learning and statistical modeling techniques     Experience:  Minimum of 4 year's (post academic) experience in data science and analytics Track record of team leadership, continual learning and attending conferences Experience with machine learning, statistical modeling tools, Python, R Experience with Bayesian modeling, recommender, Causal inference, Generalized Linear Models,  Limited Dependent Variables, etc.. Excellent problem solving and critical thinking skills     Education:  Masters in Mathematics, Statistics, Computer Science or similar degree (PhD preferred but not required)  Benefits:   Competitive base, bonus and stock options  Medical,      Dental, Vision (premiums fully covered)   HSA,      FSA, Pre-tax Commuter, 401k  Flexible hours (we are not 9-5 punch the clock)  Conferences  Snacks      and Drinks  Weekly      Catered Lunches  Gym      Reimbursement  Monthly      Social Gatherings  Learning      and Development Budget  Annual      Offsite Celebrations    info@tekvizor.com  keywords: analytics, manager, data collection, insights, academic, research, statistics "
912,Not Applicable,Full-time,"In 2009, Riot released its debut title League of Legends and over 100 million people now play the game every month. Riot's Data Discipline builds tools to understand Riot and Player data, which may be used to delight our global audience or to inform the business for strategic decisions that create player value. Whether you are a Data Scientist casting a neural net, a Data Engineer building a hundred node parallelized data pipeline, or a Data Architect crafting data products that are more efficient and dependable, we need you. We use state-of-the-art data processing technology and have access to the latest cloud services available, but handling the potential of all this data is a tremendous and complex task. That's where you come in.As Data Scientists at Riot, we use all aspects of our technical expertise to inform decisions and develop data-powered products, including data processing, statistical modeling, machine learning, and artificial intelligence. We uncover opportunities and provide player value through data science, choosing the right datasets, algorithms, and tools for each problem. You can determine the data science approach when given a general problem and you will employ multiple technical approaches across multiple data processing environments. You help drive team direction and establish relationships with senior partners across disciplines. You help decision makers find new ways to use data science for player value. You will design systems, and build solutions at multiple points in the development cycle, from discovery through production.On our R&D team, you’ll work on an unannounced game. Your responsibilities will be to support decision making with statistical models and contribute to product development with machine learning pipelines that operate at scale. You will push the boundaries of how we use data to deliver player value, creatively combining known approaches for new results and selectively implementing the most relevant ideas from ML and AI research. E.g. you may lead the design and implementation of recommendation systems that personalize the player experience, or build models that measure and explain game health to designers. For all systems you build, you will track the performance of production models to maintain a high-quality player experience as the game changes.Required Qualifications MS or PhD in Engineering, Computer Science, Physics, Operations Research, Statistics, or a related field 5+ years data science industry experience 3+ years running predictive models in production quality live systems 2+ years hands on experience with petabyte-processing-capable technologies such as Spark or Hadoop It’s our policy to provide equal employment opportunity for all applicants and members of Riot Games, Inc. Riot Games makes reasonable accommodations for handicapped and disabled Rioters and does not unlawfully discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, handicap, veteran status, marital status, criminal history, or any other category protected by applicable federal and state law, including the City of Los Angeles’ Fair Chance Initiative for Hiring Ordinance relating to an applicant's criminal history (LAMC 189.00)."
913,Director,Full-time,"Head of Data Science   Having closed their series A, it's time to scale!!!     With a leadership team from some of the most well-known consumer brands in the world, this start-up is looking for an ambitious Head of Data Science to add direction and experience to team.     Naturally you will have experience of partnering with Product and Business leaders to build data-centric solutions and will have a track record and drive to build a team from the ground up.     You will have a deep understanding of machine leading and would have applied your knowledge to consumer led businesses.     Being a highly visible role within the business you must have the gravitas to inspire and influence individuals at all levels of the business to help build a data-informed culture and encourage people to think like a scientist.   All successful applications will be contacted within five working days. I do receive a high volume of applications so please be patient whilst I process yours."
914,Director,Full-time,"Senior Data Scientist - Machine Learning Location: New York City NYC   We are looking for a Senior Data Scientist who is passionate about Machine Learning to work along side a welcoming and collaborative data science team.    Our team is building a new platform, that powers Machine Learning and AI across all customer product lines.  As part of our growing core machine learning / artificial intelligence team you will be responsible for applying machine learning, image processing, and clarity within a cross-functional team that deploys value-added products and solutions in real time.  Be able to bring a research mindset to the team for deep dives into the most challenging product focused problems.   Summary: Experience with profiling and optimizing algorithms to meet performance requirements Responsible for implementing highly optimized data analytics processing algorithms on big data batch and stream processing frameworks (ie. Hadoop MapReduce, Spark, etc) Apply machine learning techniques (both supervised and unsupervised) to improve and enhance algorithms.   Experience: 3-5 years of professional experience (Post-Academic). Experience in Machine Learning and ML concepts, multilabel classification, personalization, recommender, etc… Experience with deep learning, deep/transfer learning models, neural networks, CNN, RNN, random forests, classifiers or Artificial Intelligence. Big Data technologies, AWS, Hadoop, Spark, Hive, Kafka, Flume, NoSQL stores (HBase, Cassandra, DynamoDB, MongoDB), and RDBMS Oracle is a plus.   Education: Advanced degree Master’s or Bachelors or Ph.D in Computer Science, Statistics, Algorithms, or related (PhD preferred but not required).  Benefits: Base, bonus, stock options Medical, Dental, Vision, 401k Paid time off Pre-tax commuter benefits Tech Conferences Snacks and Drinks Weekly Catered Lunches Gym Reimbursement Monthly Social Gatherings Learning and Development Budget Annual Offsite   info@tekvizor.com keywords: machine learning, data science, deep learning, neural networks, pytorch"
915,Not Applicable,Full-time,"Riot's Data developers build tools to understand and delight our worldwide players using petabytes of data and state-of-the-art data processing technology. Handling the potential these data offer is a tremendous and complex task. As we continue delivering and scaling content to passionate gamers, our discipline has challenges and opportunities centered on crafting, building, and maintaining data products that support our growth. Whether you are a Data Scientist modeling game systems, a Data Engineer bringing scale and efficiency to systems, or a Data Architect organizing data in ways that make data products more player-focused and dependable, we need you to help push forward our “Player Experience First” goals.Riot Data Scientists combine their wide technical expertise across data processing, automation, machine learning (""ML""), artificial intelligence (""AI""), and experimental design to inform decisions and develop data-powered products.As a Data Scientist on the League Data Central team, you will work on a team that collaborates on multi-functional projects that range from in-game features to content design to infrastructure. In a world of high-volume and complexity, you will develop products that bring personalization, optimization, and scale to players.This role would report directly into the Data Science Manager for League of Legends.ResponsibilitiesDesign and implement data science systems (ML, AI, optimization, and statistics)Collaborate with data engineers to design deployments and pipelinesParticipate in peer review, paper reading, and tech prototypingIdentify new product opportunities and collaboratively develop them with partnersRepresent data products to non-technical partners and collaboratorsRequired QualificationsAn MS or PhD in Engineering, Computer Science, Physics, Statistics, or related field2+ years data science industry experience1+ years productionalizing code into live systemsProficiency in Python and SQLDesired QualificationsHands-on experience with petabyte-processing-capable technologies such as Spark or HadoopFamiliarity with iterative development methodologies like Scrum, Agile, etc.Familiarity with gitExperience collaborating with a product team to provide data solutionsFor this role, you'll find success through craft expertise, a collaborative spirit, and decision-making that prioritizes the delight of players. We will certainly be looking at your past studies and experience, but for this role, we also look for dedicated people with a personal relationship with games. If you embody player empathy and care about the experiences of players, this could be the role for you!Our PerksWe offer medical, dental, and vision plans that cover you, your spouse/domestic partner, and children. Life insurance, parental leave, plus short-term and long-term disability coverage are also available. Riot will support your retirement benefits with a company match, and double down on your donations of time and money to non-profit charitable organizations. Balance between work and personal life is encouraged with open paid time off, and a play fund so you can broaden and deepen your personal relationship with games.It’s our policy to provide equal employment opportunity for all applicants and members of Riot Games, Inc. Riot Games makes reasonable accommodations for handicapped and disabled Rioters and does not unlawfully discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, handicap, veteran status, marital status, criminal history, or any other category protected by applicable federal and state law, including the City of Los Angeles’ Fair Chance Initiative for Hiring Ordinance relating to an applicant's criminal history (LAMC 189.00)."
916,Mid-Senior level,Full-time,"My client is pioneering the world of location intelligence, empowering any organization and individual to discover and predict key insights through location data. They bring together traditional GIS, emerging data science and predictive analytics, web and mobile mapping, and location data. Due to their rapidly growing sales division they are looking to add a Senior Account Executive to their expanding team.  As a Senior Account Executive you will: Be responsible for creating opportunities through outbound prospecting and for managing deals throughout the sales cycle Develop a deep understanding of customer needs and match them to our clients value proposition Collaborate with SDR, solutions engineering and Customer Success teams to evangelize, close and enable customers in your territory Actively and accurately maintain and forecast your pipeline  Skills: 5+ years experience achieving or exceeding quota in closing complex deals (> $30k ASP) Prior sales experience in software sales or business development capacity, preferably in the data science, BI, geospatial and analytics space Experience working on creative, solution-oriented sales and business development activities  Compensation: Base salaries up to $130K and double OTE.  For more info please contact theodore@intelletec.com"
917,Associate,Full-time,"An exciting and highly successful company in Alpharetta is looking for a Data Scientist to add to the team.  This person will be responsible for the predictive analytics and business intelligence function to help improve its operational capabilities as well as develop new products and services for its clients.  This person will drive all phases of data aggregation, model development, and model deployment to support internal operations, financial pricing and profitability, and client-facing analytics and data products as well as be responsible for analyzing complex, large-scale datasets utilizing statistical methods and machine learning algorithms to develop predictive models and business intelligence solutions.   The qualified candidate will have a MS degree in CS, Stats or Data Science as well as at least 2 years of professional working experience.  You should have experience skills with large scale data manipulation, modeling, and forecasting as well experience conducting complex predictive and statistical analysis in a business setting. The ideal candidate will have strong Python skills but if you are heavier with SAS or R; that could work as well.    This is a great opportunity to come in and take ownership of this function as well as be able to be mentored by a brilliant team.  For immediate consideration, please email your resume to andreas@professional-insight.com."
918,Mid-Senior level,Full-time,"Role:  Principal Data ScientistLocation: Holmdel, New Jersey Job type: PermanentResponsibilities:The role involves model construction, information extraction, prediction and finding solutions to NP Hard problems for mission critical applications using large datasets derived from a broad spectrum of domains for the following sectors - logistics, consumer goods, capital markets, and telecommunications. The ideal candidate will have comprehensive expertise in machine learning, time-series analysis modeling, statistical data analysis, natural language processing (NLP) and deep neural networks. Candidates should be able to work in large data sets in a big data (Hadoop, Spark) framework is required. This is a leadership role that involves close interaction with other team members from different professional backgrounds; as such communication and presentation skills are crucial. Develop, implement, and use a broad set of machine-learning models and quantitative techniques for prediction and classification for mission critical applications Finding solutions for NP problems in industrial and service sector applications Perform data and error analysis to improve models. Build document clustering, topic analysis, text classification, named entity recognition, sentiment analysis, and part-of-speech tagging methods for unstructured and semi-structured data. Identify relevant data sources and sets to mine for client business needs (social media, CRM, POS, etc.). Design custom end user reports that are easy to read and interpret for multiple business unit audiences. Architect the next generation analytical platform. Qualifications Required:Solid 5 years of experience in machine learning, statistical modeling, data mining, time-series forecasting, natural language processing (NLP) and neural networks. Solid 5 years of experience working with big data technologies distributed computing such as Hadoop/Spark, Map/Reduce, TensorFlow. Solid 5 years of experience in multiple programming languages – Scala, Python, R, Java, , C#/.NET, C++, C. Have an analytical mind, and on point with detailed specifics. Education: BS/MS/ Ph. D in Computer Science, Physics, Mathematics, or a related discipline. Candidates with a Ph. D will be given a preference; demonstrable experience in real-world artificial intelligence applications is required. Authorship on academic papers and industrial patents will be highly regarded. Experience in the logistics or transportation industry is a plus.  Thanks Lydia Martin J"
919,Associate,Full-time,"Applied Data ScientistVerb Surgical - a Google and Johnson & Johnson joint venture! Verb is looking for an Applied Data Scientist experienced in performing research to meet customer needs with quantitative modeling.  In this position you will interface with clinicians and hospital staff to diagnose their needs and design models that will excite them.  As this role is focused on solving real world problems, a large range of techniques will be required including anomaly detection, clustering, classification, and regression.  You will also interface with deep learning models to help make the outputs more meaningful to consumers using meta-analysis and engaging, interactive visuals.Qualifications:Strong experience designing quantitative modeling experiments to solve ambiguous real world problems.Good communication skills to clearly understand the problems of experts outside your field as well as collaborate with other data scientists.Deep understanding of statistics and statistical modeling methods including both traditional and deep learning methods.Ability to create visuals which help give statistical modeling outputs meaning of for non-statisticians.Passion for research and curiosity that calls you to go beyond “good enough” to create something innovative and exciting.Experience Required:Masters in a quantitative field such as statistics, biostatistics, computer science, applied math, etc.  PhD preferred,3+ years working in data science and/or machine learning is required.Experience with statistical software (statsmodels, scikit learn, python, R, etc.), familiarity with deep learning libraries is a plus (pytorch, tensorflow, keras, etc.)Experience directly interfacing with customers, particularly medical professionals.Experience turning research projects into consumer productsAbility to write beautiful, production ready code.Physical Demand: No physical demands required."
920,Mid-Senior level,Full-time,"Overview Foot Locker is seeking a GIS Specialist to join the Data Team within Foot Locker’s Information Systems & Technology (IS&T) Department and build powerful information experiences around geospatial intelligence and business operations.   The incumbent will be responsible for building geospatial intelligence capabilities, blending geospatial and commercial data sets and mining them for insights, supporting scalable data products, and growing the overall GIS and Data Science capability at Foot Locker.  Responsibilities Primary role of this position is to engage with business and product leaders in designing and deploying geospatial intelligence solutions to support data-driven decisions in store development, market planning, real estate planning, targeted marketing, and related applications. Leverage GIS expertise in developing multi-disciplinary solution approaches to high impact business problems. Develop and test data models combining geospatial intelligence, business data sets, publicly available demographics data sets, and other relevant sources to perform analytical deep dives and create robust decision support tools. Perform other related duties as assigned.  Qualifications Requires a Bachelor's degree in Computer Science, GIS, Engineering, Urban Planning, or a related field from an accredited university or college Required Skills: Advanced proficiency required: PostgreSQL-PostGIS for large scale GIS analytics; ArcGIS Enterprise; Open source GIS tools: QGIS, GDAL/OGR Programming in Python- Knowledge of psycopg2 and arcpy libraries Spatial data analysis for commercial real estate and retail sectors SQL and operating with relational data models and structures Supervised and unsupervised learning techniques including; variable selection, feature engineering, model generation, model diagnostics, and deployment Microsoft Office Intermediate proficiency required: Accessing data via a variety of API/RESTful services; Apache Spark Data visualization, ability to communicate compelling stories with data Linux and Bash, ability to interact with Command prompt and create shell scripts to automate workflows Software development and collaboration, including experience with tools such as Git Working with Cloud environments such as AWS and Azure Agile methodologies and continuous delivery Exceptional written and verbal communication skills, comfortable presenting in front of large audiences Excellent analytical and problem-solving skills Strong organizational and interpersonal skills Demonstrate ability to collaborate across multiple projects and with multiple teams"
921,Mid-Senior level,Full-time,"Position   Data Analyst     Position Summary   This position is part of the Information Technology (IT) team which provides information technology solutions that enable direct data-driven decision making by the Development Organization. You will be responsible for management and development of business intelligence and analytics solutions, including internal workflows for the Development Organization. This is a new position reports directly to the Senior Director of Enterprise Applications and Administrative Support.     Responsibilities      ·         Partner with Alumni Affairs and Development:  o    Create and manage financial, statistical, forecast and ad-hoc reports and data models on a regular basis  o    Deliver timely and targeted information, robust tools and insights to help the department become a more data-driven organization  o    Rapid analysis of Development Organization data challenges to help build solutions that can be leveraged across the Development team  o    Use advanced statistical concepts to determine significant sources of process or business function variability; determine recommendations for efficiencies  o    Coordinate between departments and develop cross-departmental reports     ·         Designing and implementing data integration from multiple systems resulting in advanced analytic capabilities:  o    Writing relational and multidimensional database SQL queries  o    Developing automated tools and dashboards using Business Objects, Tableau or other development tools to provide actionable information to decision makers.  o    Develop data marts to enable user empowerment via tools such as Business Objects, Crystal Reports or Tableau.  o    Provide institutional data research and analytics     ·         Investigate and troubleshoot data workflow issues for departments on our enterprise systems (Colleague/Slate/Advance)  ·         Provide end-user support for CRM and reporting software  o    Develop, manage and maintain workflows in CRM platforms  ·         Create best practice documentation and procedures  ·         Provide technical support during upcoming migrations  ·         Projects as assigned     Qualifications     ·         3-5 years of experience in business analytics, consulting, data science, business intelligence, data quality and/or data engineering  ·         Fundraising experience  ·         This role requires someone who can shift focus quickly and keep projects within scope. The successful candidate will be comfortable working in a dynamic, data-driven environment and demonstrate a natural curiosity when digging into the numbers.  ·         Ability to work with all levels of the organization up-to and including Executive Leaders.  ·         Degree in business, statistics, database management or related field preferred  ·         Crystal reports, Tableau, Advanced Power BI, Microsoft SQL Reporting Services (SSRS) and data warehousing skills preferred  ·         Advanced Excel and Querying skills; substantial experience with data analysis and modeling, process improvement  ·         Ability to identify trends and clearly distill and present complex data to colleagues who may not have a technical background  ·         Strong analytical and technical expertise in developing business intelligence solutions/tools/reports.  ·         Excellent conceptual, analytical and quantitative skills.  ·         Ability to translate business needs into reporting solutions.  ·         Sense of urgency to drive impact.  ·         Ability to quickly establish subject matter expertise in a variety of business applications.  ·         Excellent verbal, analytical and problem-solving skills  ·         Critical, creative thinker, with the ability to provide data-driven insights and recommendations and see ideas through to completion  ·         Excellent communication skills both orally and verbally.  ·         Unflappable and steady personality who can stay calm under pressure.  ·         Personable and easily builds business relationships/partnerships.  ·         Excellent organizational and prioritization skills  ·         Ability to set goals, establish timelines, and ensure that key milestones and deliverables are met  ·         Ability to quickly relate data to processes within disparate departments such as Alumni Affairs, Fund Raising, Finance and Admissions    ·         Prior experience with fundraising databases and in particular CRM: Advance or Blackbaud CRM, a plus"
922,Mid-Senior level,Full-time,"NO C2C Or 3rd Party  Summary of This RoleWorks throughout the software development life cycle and performs in a utility capacity to create, design, code, debug, maintain, test, implement and validate applications with a broad understanding of a variety of languages and architectures.  Analyzes existing applications or formulate logic for new applications, procedures, flowcharting, coding, and debugging programs.  Maintains and utilizes application and programming documents in the development of code.  Recommends changes in development, maintenance and system standards.  Creates appropriate deliverables and develops application implementation plans throughout the life cycle in a flexible development environment. What Part Will You Play? Develops basic to moderately complex code using a front or back end programming language within a platform as needed in collaboration with business and technology teams for internal and external client software solutions.  Creates, and delivers routine program specifications for code development and support on a project /issue with a moderate understanding of the application/database to better align interactions and technologies. Analyzes modifies and develops basic to moderately complex code/unit testing in order to develop application documentation.  Performs testing and validation requirements for basic to moderately complex code changes. Performs corrective measures for basic to moderately complex code deficiencies and escalates alternative proposals. Applies a moderate understanding of procedures, methodology and application standards to include Payment Card Industry (PCI) security compliance. Desired Skill sets: *Able to do both Web and Database development with an engineering mindset *Experience with Java, Eclipse, Docker, Postman, SQL, Oracle, Cold Fusion, Apache Tomcat (able to work across multiple code languages) * API design and development *Familiar with JIRA, GIT, BitBucket, and Jenkins What Are We Looking For in This Role?Minimum Qualifications o  BS in Computer Science, Information Technology, Business / Management Information Systems or related field o  Typically a minimum of 2 years - Professional Experience In Coding, Designing, Developing, And Analyzing Data.  Typically has a basic knowledge and use of one or more languages/technologies from the following but not limited to; two or more modern programming languages used in the enterprise, experience working with various APIs, external Services, experience with both relational and NoSQL Databases Preferred Qualifications  BS in Computer Science, Information Technology, Business / Management Information Systems or related field 4+ years professional Experience In Coding, Designing, Developing And Analyzing Data and experience with IBM Rational Tools What Are Our Desired Skills and Capabilities? Skills / Knowledge - Developing professional expertise, applies company policies and procedures to resolve a variety of issues. Job Complexity - Works on problems of moderate scope where analysis of situations or data requires a review of a variety of factors. Exercises judgment within defined procedures and practices to determine appropriate action. Builds productive internal/external working relationships. Supervision - Normally receives general instructions on routine work, detailed instructions on new projects or assignments. Operating Systems: Linux distributions including one or more for the following: Ubuntu, CentOS/RHEL, Amazon Linux Microsoft Windows z/OS Tandem/HP-Nonstop Database - Design, familiarity with DDL and DML for one or more of the following databases Oracle, MySQL, MS SQL Server, IMS, DB2, HadoopBack-end technologies - Java, Python, .NET, Ruby, Mainframe COBOL, Mainframe AssemblerFront-end technologies - HTML, JavaScript, jQuery, CICSWeb Frameworks – Web technologies like Node.js, React.js, Angular, ReduxDevelopment Tools  - Eclipse, Visual Studio, Webpack, Babel, GulpMobile Development – iOS, AndroidMachine Learning – Python, R, Matlab, Tensorflow, DMTK"
923,Director,Full-time,"Time Saver:  You must have 5+ years of recent strategic consulting experience working for a mid - large size IT consulting firm focused on C suite services to qualify for this role. (Slalom, Deloitte, Accenture are type examples).    Company is a growing high value management consulting firm to 75+ of the the most impactful F500 firms, servicing CIOs and teams from strategy and planning through execution and delivery.  Increasingly, clients they service are seeking to explore and optimize the business by embracing AI, ML and Data Science as a holistic solution. This role will be very client facing, working primarily CIO, CTO and other executive teams supporting enterprise wide initiatives.   As the Director, Data Science, the professional in this role will also be responsible for mentoring Data Engineers, Information Analysts and Information Architects, assisting junior consultants as they learn more about the tools, techniques and business outcomes that data science can enable. The ability to effectively manage talent and create an engaged, high-performing team environment is extremely important to achieving success in this role   The Director, Data Science will be required to reside in one of 6 cities and will travel based on client needs.   Qualified candidates will have:   A degree in computer science, MIS, mathematics or statistics. Strong verbal and written communication skills experienced with business case creation and proofs of concept. 5+ years of F500 C level facing professional services experience. Some experience with oral presentations and competitive positioning.  8+ years of progressive experience in data science methods and analytics consulting, or 15+ years of combined experience in data warehousing, data architecture and information management projects involving analytics. Demonstrated ability to deliver data science solutions for clients (end-to-end design and delivery of significant data science project work). Professional experience applying advanced analytics and data mining techniques to enable decision support systems and customer strategies. Proven data engineering or data visualization experience with large and/or complex data environments. Advanced understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests and Neural Networks. Experience with commonly used data science toolkits, such as Python, SAS, R, Weka, NumPy or MatLab. Experience working with data visualization tools, such as D3.js and GGplot. Proficient skills using query languages, such as MongoDB, Cassandra and HBase. Strong applied statistics skills. High intellectual curiosity with the desire to identify potential use cases for predictive analytics. Experience creating impactful models and algorithms for multiple functional areas (e.g., risk management, customer insights, real-time decision support, etc.). Expert understanding of industry trends for consumer insights analytics. Ability to understand and apply trends in research and analytics, and to apply learning, insights and recommendations to drive critical objectives."
924,Director,Full-time,"Time Saver:  You must have 5+ years of recent strategic consulting experience working for a mid - large size IT consulting firm focused on C suite services to qualify for this role. (Slalom, Deloitte, Accenture are type examples).    The Company:  Company is a growing high value management consulting firm to 75+ of the the most impactful F500 firms, servicing CIOs and teams from strategy and planning through execution and delivery.  Increasingly, clients they service are seeking to explore and optimize the business by embracing AI, ML and Data Science as a holistic solution. This role will be very client facing, working primarily CIO, CTO and other executive teams supporting enterprise wide initiatives.   As the Director, Data Science, the professional in this role will also be responsible for mentoring Data Engineers, Information Analysts and Information Architects, assisting junior consultants as they learn more about the tools, techniques and business outcomes that data science can enable. The ability to effectively manage talent and create an engaged, high-performing team environment is extremely important to achieving success in this role   The Director, Data Science will be required to reside in one of 6 cities and will travel based on client needs.   Qualified candidates will have:   A degree in computer science, MIS, mathematics or statistics. Strong verbal and written communication skills experienced with business case creation and proofs of concept. 5+ years of F500 C level facing professional services experience. Some experience with oral presentations and competitive positioning.  8+ years of progressive experience in data science methods and analytics consulting, or 15+ years of combined experience in data warehousing, data architecture and information management projects involving analytics. Demonstrated ability to deliver data science solutions for clients (end-to-end design and delivery of significant data science project work). Professional experience applying advanced analytics and data mining techniques to enable decision support systems and customer strategies. Proven data engineering or data visualization experience with large and/or complex data environments. Advanced understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests and Neural Networks. Experience with commonly used data science toolkits, such as Python, SAS, R, Weka, NumPy or MatLab. Experience working with data visualization tools, such as D3.js and GGplot. Proficient skills using query languages, such as MongoDB, Cassandra and HBase. Strong applied statistics skills. High intellectual curiosity with the desire to identify potential use cases for predictive analytics. Experience creating impactful models and algorithms for multiple functional areas (e.g., risk management, customer insights, real-time decision support, etc.). Expert understanding of industry trends for consumer insights analytics. Ability to understand and apply trends in research and analytics, and to apply learning, insights and recommendations to drive critical objectives."
925,Director,Full-time,"Time Saver:  You must have 5+ years of recent strategic consulting experience working for a mid - large size IT consulting firm focused on C suite services to qualify for this role. (Slalom, Deloitte, Accenture are type examples).    Company is a growing high value management consulting firm to 75+ of the the most impactful F500 firms, servicing CIOs and teams from strategy and planning through execution and delivery.  Increasingly, clients they service are seeking to explore and optimize the business by embracing AI, ML and Data Science as a holistic solution. This role will be very client facing, working primarily CIO, CTO and other executive teams supporting enterprise wide initiatives.   As the Director, Data Science, the professional in this role will also be responsible for mentoring Data Engineers, Information Analysts and Information Architects, assisting junior consultants as they learn more about the tools, techniques and business outcomes that data science can enable. The ability to effectively manage talent and create an engaged, high-performing team environment is extremely important to achieving success in this role   The Director, Data Science will be required to reside in one of 6 cities and will travel based on client needs.   Qualified candidates will have:   A degree in computer science, MIS, mathematics or statistics. Strong verbal and written communication skills experienced with business case creation and proofs of concept. 5+ years of F500 C level facing professional services experience. Some experience with oral presentations and competitive positioning.  8+ years of progressive experience in data science methods and analytics consulting, or 15+ years of combined experience in data warehousing, data architecture and information management projects involving analytics. Demonstrated ability to deliver data science solutions for clients (end-to-end design and delivery of significant data science project work). Professional experience applying advanced analytics and data mining techniques to enable decision support systems and customer strategies. Proven data engineering or data visualization experience with large and/or complex data environments. Advanced understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests and Neural Networks. Experience with commonly used data science toolkits, such as Python, SAS, R, Weka, NumPy or MatLab. Experience working with data visualization tools, such as D3.js and GGplot. Proficient skills using query languages, such as MongoDB, Cassandra and HBase. Strong applied statistics skills. High intellectual curiosity with the desire to identify potential use cases for predictive analytics. Experience creating impactful models and algorithms for multiple functional areas (e.g., risk management, customer insights, real-time decision support, etc.). Expert understanding of industry trends for consumer insights analytics. Ability to understand and apply trends in research and analytics, and to apply learning, insights and recommendations to drive critical objectives."
